pct_valid,avg_cost,t,μ,γ,k
1.0,14.71183778417692,10,0.01,0.9,2
1.0,17.524099578957184,1,0.1,0.9,2
1.0,16.776612261126015,2,0.1,0.9,2
1.0,15.777851067407466,3,0.1,0.9,2
1.0,15.30161166041952,4,0.1,0.9,2
1.0,15.016246936390543,5,0.1,0.9,2
1.0,14.666669226707654,6,0.1,0.9,2
1.0,14.458350966570858,7,0.1,0.9,2
1.0,14.229468681545864,8,0.1,0.9,2
1.0,13.940725277664885,9,0.1,0.9,2
1.0,13.686553045569124,10,0.1,0.9,2
1.0,17.623008225623945,1,0.25,0.9,2
1.0,16.46029592603406,2,0.25,0.9,2
1.0,15.654246806129471,3,0.25,0.9,2
1.0,15.28575756893989,4,0.25,0.9,2
1.0,14.814892479991384,5,0.25,0.9,2
1.0,14.495085239845668,6,0.25,0.9,2
1.0,14.22575284906202,7,0.25,0.9,2
1.0,13.967601502767872,8,0.25,0.9,2
1.0,13.79567170420358,9,0.25,0.9,2
1.0,13.6550884663089,10,0.25,0.9,2
1.0,15.74456494653388,1,0.01,0.5,3
1.0,15.36687930499231,2,0.01,0.5,3
1.0,14.827571279206236,3,0.01,0.5,3
1.0,14.98673999963258,4,0.01,0.5,3
1.0,15.19758354888853,5,0.01,0.5,3
1.0,15.101535437397468,6,0.01,0.5,3
1.0,14.762743347725959,7,0.01,0.5,3
1.0,14.01925356726765,8,0.01,0.5,3
1.0,13.241677611229173,9,0.01,0.5,3
1.0,12.47186115621977,10,0.01,0.5,3
1.0,15.412630052950393,1,0.1,0.5,3
1.0,14.73020630661635,2,0.1,0.5,3
1.0,14.361851059852413,3,0.1,0.5,3
1.0,13.97443647181355,4,0.1,0.5,3
1.0,13.581272333361047,5,0.1,0.5,3
1.0,12.964888993887001,6,0.1,0.5,3
1.0,12.204113950947548,7,0.1,0.5,3
1.0,11.755491702069119,8,0.1,0.5,3
1.0,11.224963578622663,9,0.1,0.5,3
1.0,10.755013691665953,10,0.1,0.5,3
1.0,15.875299452408123,1,0.25,0.5,3
1.0,14.953278023306696,2,0.25,0.5,3
1.0,14.221874650435652,3,0.25,0.5,3
1.0,13.660929756861718,4,0.25,0.5,3
1.0,13.246218868606928,5,0.25,0.5,3
1.0,12.972001598099618,6,0.25,0.5,3
1.0,12.675209130190142,7,0.25,0.5,3
1.0,12.44499409620324,8,0.25,0.5,3
1.0,12.252400905757355,9,0.25,0.5,3
1.0,12.097045910345527,10,0.25,0.5,3
1.0,20.67220235420026,1,0.01,0.75,3
1.0,18.72890145145985,2,0.01,0.75,3
1.0,16.962660050654026,3,0.01,0.75,3
1.0,16.245144103990246,4,0.01,0.75,3
1.0,15.743668452239403,5,0.01,0.75,3
1.0,15.181339960424515,6,0.01,0.75,3
1.0,15.066835957576487,7,0.01,0.75,3
1.0,14.715276207400127,8,0.01,0.75,3
1.0,14.405629344429226,9,0.01,0.75,3
1.0,14.408684853421983,10,0.01,0.75,3
1.0,16.23938924916394,1,0.1,0.75,3
1.0,15.51209703588255,2,0.1,0.75,3
1.0,14.882531612058942,3,0.1,0.75,3
1.0,14.475169746663457,4,0.1,0.75,3
1.0,14.041621556037358,5,0.1,0.75,3
1.0,13.826787568446461,6,0.1,0.75,3
1.0,13.43390981315625,7,0.1,0.75,3
1.0,12.910562908989897,8,0.1,0.75,3
1.0,12.448941763866607,9,0.1,0.75,3
1.0,11.947043105268298,10,0.1,0.75,3
1.0,17.158446224346743,1,0.25,0.75,3
1.0,15.61337745729402,2,0.25,0.75,3
1.0,15.048530092081627,3,0.25,0.75,3
1.0,14.670089339764301,4,0.25,0.75,3
1.0,14.326910171075392,5,0.25,0.75,3
1.0,13.904499282465318,6,0.25,0.75,3
1.0,13.612388392604434,7,0.25,0.75,3
1.0,13.173526702550841,8,0.25,0.75,3
1.0,12.91748447512087,9,0.25,0.75,3
1.0,12.797980401102633,10,0.25,0.75,3
1.0,19.20324674383634,1,0.01,0.9,3
1.0,18.270170997095565,2,0.01,0.9,3
1.0,17.91709671868772,3,0.01,0.9,3
1.0,17.396148526838427,4,0.01,0.9,3
1.0,16.704273719752113,5,0.01,0.9,3
1.0,16.412430296017224,6,0.01,0.9,3
1.0,15.791542869524585,7,0.01,0.9,3
1.0,15.448606416482475,8,0.01,0.9,3
1.0,15.384720551663287,9,0.01,0.9,3
1.0,15.264048327939307,10,0.01,0.9,3
1.0,17.971876594985666,1,0.1,0.9,3
1.0,16.718420244673876,2,0.1,0.9,3
1.0,15.912376928792034,3,0.1,0.9,3
1.0,15.386498211901198,4,0.1,0.9,3
1.0,14.924965605692982,5,0.1,0.9,3
1.0,14.649695075472849,6,0.1,0.9,3
1.0,14.458701542107004,7,0.1,0.9,3
1.0,14.2263673661879,8,0.1,0.9,3
1.0,13.816556247704387,9,0.1,0.9,3
1.0,13.391958015692147,10,0.1,0.9,3
1.0,17.678228688263523,1,0.25,0.9,3
1.0,16.57502440059263,2,0.25,0.9,3
1.0,15.855367044547144,3,0.25,0.9,3
1.0,15.307786889479583,4,0.25,0.9,3
1.0,15.017464300081986,5,0.25,0.9,3
1.0,14.57678216017665,6,0.25,0.9,3
1.0,14.410899753624133,7,0.25,0.9,3
1.0,14.208381282781954,8,0.25,0.9,3
1.0,14.09356695449789,9,0.25,0.9,3
1.0,13.970980199623867,10,0.25,0.9,3
1.0,16.0174455525604,1,0.01,0.5,4
1.0,15.507587720627612,2,0.01,0.5,4
1.0,13.969002167713509,3,0.01,0.5,4
1.0,13.057564296305435,4,0.01,0.5,4
1.0,13.095702488580736,5,0.01,0.5,4
1.0,13.045580441000041,6,0.01,0.5,4
1.0,12.724561673719863,7,0.01,0.5,4
1.0,12.406165479568546,8,0.01,0.5,4
1.0,11.977135373971867,9,0.01,0.5,4
1.0,11.454110686248443,10,0.01,0.5,4
1.0,16.69766174314623,1,0.1,0.5,4
1.0,15.848481222836984,2,0.1,0.5,4
1.0,14.90291352078934,3,0.1,0.5,4
1.0,14.162763246985747,4,0.1,0.5,4
1.0,13.617046286175874,5,0.1,0.5,4
1.0,12.976055653704902,6,0.1,0.5,4
1.0,12.199812045195397,7,0.1,0.5,4
1.0,11.53246105033709,8,0.1,0.5,4
1.0,11.10478194723469,9,0.1,0.5,4
1.0,10.567187870676896,10,0.1,0.5,4
1.0,16.180523209721912,1,0.25,0.5,4
1.0,15.160428848715574,2,0.25,0.5,4
1.0,14.463192126105172,3,0.25,0.5,4
1.0,14.083537985191857,4,0.25,0.5,4
1.0,13.73570501799492,5,0.25,0.5,4
1.0,13.330697010353466,6,0.25,0.5,4
1.0,12.957947302878472,7,0.25,0.5,4
1.0,12.532080038748324,8,0.25,0.5,4
1.0,12.23776427180234,9,0.25,0.5,4
1.0,12.057510589927961,10,0.25,0.5,4
1.0,17.071511236780243,1,0.01,0.75,4
1.0,15.376330856838104,2,0.01,0.75,4
1.0,14.8911279975442,3,0.01,0.75,4
1.0,14.744740608479635,4,0.01,0.75,4
1.0,14.469431365470111,5,0.01,0.75,4
1.0,14.324811054629377,6,0.01,0.75,4
1.0,14.081714355709504,7,0.01,0.75,4
1.0,13.976575929630055,8,0.01,0.75,4
1.0,13.761512035974159,9,0.01,0.75,4
1.0,13.539834343104244,10,0.01,0.75,4
1.0,17.13666470884244,1,0.1,0.75,4
1.0,16.60671438704902,2,0.1,0.75,4
1.0,15.581146041293529,3,0.1,0.75,4
1.0,15.088818584761995,4,0.1,0.75,4
1.0,14.58463216571969,5,0.1,0.75,4
1.0,14.007147237616271,6,0.1,0.75,4
1.0,13.682406063314103,7,0.1,0.75,4
1.0,13.297936616454662,8,0.1,0.75,4
1.0,13.039894433751982,9,0.1,0.75,4
1.0,12.761003162335042,10,0.1,0.75,4
1.0,17.080108297775972,1,0.25,0.75,4
1.0,15.935694414837952,2,0.25,0.75,4
1.0,15.314206695504874,3,0.25,0.75,4
1.0,14.864982882561957,4,0.25,0.75,4
1.0,14.500500072947952,5,0.25,0.75,4
1.0,14.005723702425714,6,0.25,0.75,4
1.0,13.706864801441395,7,0.25,0.75,4
1.0,13.541992473935352,8,0.25,0.75,4
1.0,13.339868538323037,9,0.25,0.75,4
1.0,13.155281014865025,10,0.25,0.75,4
1.0,15.889395061791078,1,0.01,0.9,4
1.0,15.952178698812272,2,0.01,0.9,4
1.0,15.284641895286232,3,0.01,0.9,4
1.0,15.230671890951271,4,0.01,0.9,4
1.0,15.013253322619299,5,0.01,0.9,4
1.0,14.890960363818925,6,0.01,0.9,4
1.0,14.519968370637125,7,0.01,0.9,4
1.0,14.419300658750357,8,0.01,0.9,4
1.0,14.10654606024849,9,0.01,0.9,4
1.0,14.187723322823215,10,0.01,0.9,4
1.0,17.308740543155064,1,0.1,0.9,4
1.0,16.41421517297924,2,0.1,0.9,4
1.0,15.98623453294036,3,0.1,0.9,4
1.0,15.577614091051217,4,0.1,0.9,4
1.0,15.381189593703096,5,0.1,0.9,4
1.0,15.018819425147694,6,0.1,0.9,4
1.0,14.743831558453202,7,0.1,0.9,4
1.0,14.260699849571276,8,0.1,0.9,4
1.0,13.774803610713814,9,0.1,0.9,4
1.0,13.33777158073232,10,0.1,0.9,4
1.0,17.512910427509432,1,0.25,0.9,4
1.0,16.424849501597535,2,0.25,0.9,4
1.0,15.829172844047672,3,0.25,0.9,4
1.0,15.074132388854785,4,0.25,0.9,4
1.0,14.600292371807964,5,0.25,0.9,4
1.0,14.322598816776825,6,0.25,0.9,4
1.0,14.134061529142254,7,0.25,0.9,4
1.0,13.914011466390267,8,0.25,0.9,4
1.0,13.833138669646223,9,0.25,0.9,4
1.0,13.735369683762658,10,0.25,0.9,4
1.0,16.745571063928008,1,0.01,0.5,5
1.0,14.93508459303093,2,0.01,0.5,5
1.0,14.51837086621329,3,0.01,0.5,5
1.0,13.87791751250171,4,0.01,0.5,5
1.0,13.70627641388958,5,0.01,0.5,5
1.0,13.522026486270171,6,0.01,0.5,5
1.0,13.266466175525574,7,0.01,0.5,5
1.0,12.83759945486506,8,0.01,0.5,5
1.0,12.36759568451519,9,0.01,0.5,5
1.0,11.59836933632708,10,0.01,0.5,5
1.0,15.880427152693775,1,0.1,0.5,5
1.0,15.220403858243868,2,0.1,0.5,5
1.0,14.708125381788191,3,0.1,0.5,5
1.0,14.277829490122796,4,0.1,0.5,5
1.0,13.919097719638462,5,0.1,0.5,5
1.0,13.356884153550435,6,0.1,0.5,5
1.0,12.615028840826588,7,0.1,0.5,5
1.0,11.88857601245751,8,0.1,0.5,5
1.0,11.385166624026839,9,0.1,0.5,5
1.0,10.935876660298579,10,0.1,0.5,5
1.0,16.30968919430439,1,0.25,0.5,5
1.0,15.278234081341317,2,0.25,0.5,5
1.0,14.599603492314488,3,0.25,0.5,5
1.0,14.076482821630114,4,0.25,0.5,5
1.0,13.475257885149412,5,0.25,0.5,5
1.0,12.948702788895476,6,0.25,0.5,5
1.0,12.458298313775929,7,0.25,0.5,5
1.0,12.117260926925669,8,0.25,0.5,5
1.0,11.902655407578308,9,0.25,0.5,5
1.0,11.715413282875591,10,0.25,0.5,5
1.0,17.274925938524003,1,0.01,0.75,5
1.0,16.5290408961873,2,0.01,0.75,5
1.0,16.237668765066182,3,0.01,0.75,5
1.0,16.053781523902487,4,0.01,0.75,5
1.0,15.278835480931264,5,0.01,0.75,5
1.0,14.796170231700659,6,0.01,0.75,5
1.0,14.580641915467968,7,0.01,0.75,5
1.0,14.122917226647953,8,0.01,0.75,5
1.0,13.930590662989934,9,0.01,0.75,5
1.0,13.837284043242317,10,0.01,0.75,5
1.0,17.344677015926578,1,0.1,0.75,5
1.0,15.986719169205783,2,0.1,0.75,5
1.0,15.340646396160244,3,0.1,0.75,5
1.0,14.884493744458887,4,0.1,0.75,5
1.0,14.501204994914755,5,0.1,0.75,5
1.0,14.11257718839714,6,0.1,0.75,5
1.0,13.665914010057165,7,0.1,0.75,5
1.0,13.191795593244677,8,0.1,0.75,5
1.0,12.863498682864613,9,0.1,0.75,5
1.0,12.52566832224067,10,0.1,0.75,5
1.0,17.30871103766625,1,0.25,0.75,5
1.0,15.79919951291037,2,0.25,0.75,5
1.0,15.065612636828714,3,0.25,0.75,5
1.0,14.68264894526287,4,0.25,0.75,5
1.0,14.086903410006729,5,0.25,0.75,5
1.0,13.788328895000397,6,0.25,0.75,5
1.0,13.520305919872,7,0.25,0.75,5
1.0,13.32909119584207,8,0.25,0.75,5
1.0,13.239718676427326,9,0.25,0.75,5
1.0,13.120469324757803,10,0.25,0.75,5
1.0,19.389721206104415,1,0.01,0.9,5
1.0,18.770580277528065,2,0.01,0.9,5
1.0,17.1495970319216,3,0.01,0.9,5
1.0,16.04234576081646,4,0.01,0.9,5
1.0,15.65688564935966,5,0.01,0.9,5
1.0,15.05146990553547,6,0.01,0.9,5
1.0,14.733701982732807,7,0.01,0.9,5
1.0,14.712233819816971,8,0.01,0.9,5
1.0,14.4829648056797,9,0.01,0.9,5
1.0,14.19702121869819,10,0.01,0.9,5
1.0,18.194635716736183,1,0.1,0.9,5
1.0,17.203227652706474,2,0.1,0.9,5
1.0,16.382211094931808,3,0.1,0.9,5
1.0,15.689890396638543,4,0.1,0.9,5
1.0,15.185662858316062,5,0.1,0.9,5
1.0,14.898044089610812,6,0.1,0.9,5
1.0,14.507369110636429,7,0.1,0.9,5
1.0,14.29135449423542,8,0.1,0.9,5
1.0,14.111890651825702,9,0.1,0.9,5
1.0,13.811178863359455,10,0.1,0.9,5
1.0,17.62775723380386,1,0.25,0.9,5
1.0,16.502803549778957,2,0.25,0.9,5
1.0,15.674584872378897,3,0.25,0.9,5
1.0,15.310137712040888,4,0.25,0.9,5
1.0,14.873426211544263,5,0.25,0.9,5
1.0,14.745279122346913,6,0.25,0.9,5
1.0,14.526638306478839,7,0.25,0.9,5
1.0,14.328808494303097,8,0.25,0.9,5
1.0,14.209334558273774,9,0.25,0.9,5
1.0,14.097164044136393,10,0.25,0.9,5
