pct_valid,avg_cost,t,μ,γ,k
1.0,0.8139611882402554,3,0.25,0.75,4
1.0,0.8131141121738285,4,0.25,0.75,4
1.0,0.8130197408341915,5,0.25,0.75,4
1.0,0.8101295581119876,6,0.25,0.75,4
1.0,0.810666630397961,7,0.25,0.75,4
1.0,0.8084659041972475,8,0.25,0.75,4
1.0,0.8068525700102234,9,0.25,0.75,4
1.0,0.8070899465717107,10,0.25,0.75,4
1.0,0.8786943159117732,1,0.01,0.9,4
1.0,0.8477970184897288,2,0.01,0.9,4
1.0,0.7710175213663911,3,0.01,0.9,4
1.0,0.880170699206576,4,0.01,0.9,4
1.0,0.8910766061250267,5,0.01,0.9,4
1.0,0.8490481704961327,6,0.01,0.9,4
1.0,0.8584822106553938,7,0.01,0.9,4
1.0,0.8361130360014305,8,0.01,0.9,4
1.0,0.838064699506447,9,0.01,0.9,4
1.0,0.8531059612180383,10,0.01,0.9,4
1.0,0.7812576781059651,1,0.1,0.9,4
1.0,0.7980037928135894,2,0.1,0.9,4
1.0,0.8259303440104168,3,0.1,0.9,4
1.0,0.8223162947613484,4,0.1,0.9,4
1.0,0.8185123742639908,5,0.1,0.9,4
1.0,0.8062595313637606,6,0.1,0.9,4
1.0,0.7941360886532631,7,0.1,0.9,4
1.0,0.797764221930842,8,0.1,0.9,4
1.0,0.8043354579645717,9,0.1,0.9,4
1.0,0.8079971863449218,10,0.1,0.9,4
1.0,0.777772528397859,1,0.25,0.9,4
1.0,0.7895531168239909,2,0.25,0.9,4
1.0,0.7898982061952399,3,0.25,0.9,4
1.0,0.8052356975039763,4,0.25,0.9,4
1.0,0.8075184610092044,5,0.25,0.9,4
1.0,0.8072799129118089,6,0.25,0.9,4
1.0,0.8059688124329145,7,0.25,0.9,4
1.0,0.8032835734552252,8,0.25,0.9,4
1.0,0.804073833609605,9,0.25,0.9,4
1.0,0.8007028987305349,10,0.25,0.9,4
1.0,0.9739772166246968,1,0.01,0.5,5
1.0,0.8279900474345755,2,0.01,0.5,5
1.0,0.8159070583533538,3,0.01,0.5,5
1.0,0.8889621557426909,4,0.01,0.5,5
1.0,0.815065544900799,5,0.01,0.5,5
1.0,0.8000330700056394,6,0.01,0.5,5
1.0,0.7914279174703499,7,0.01,0.5,5
1.0,0.7327157684684327,8,0.01,0.5,5
1.0,0.7444858550927094,9,0.01,0.5,5
1.0,0.7679087674058512,10,0.01,0.5,5
1.0,0.7947351782768297,1,0.1,0.5,5
1.0,0.7994145354688932,2,0.1,0.5,5
1.0,0.7616956723202869,3,0.1,0.5,5
1.0,0.7560859531391738,4,0.1,0.5,5
1.0,0.7823189080906433,5,0.1,0.5,5
1.0,0.7709482405622629,6,0.1,0.5,5
1.0,0.7820217386281412,7,0.1,0.5,5
1.0,0.7833506565299349,8,0.1,0.5,5
1.0,0.7859037662059631,9,0.1,0.5,5
1.0,0.7917187819360582,10,0.1,0.5,5
1.0,0.7652403656262831,1,0.25,0.5,5
1.0,0.7910189424847951,2,0.25,0.5,5
1.0,0.7741123130953071,3,0.25,0.5,5
1.0,0.792563672843597,4,0.25,0.5,5
1.0,0.7852726462992218,5,0.25,0.5,5
1.0,0.7919117379898182,6,0.25,0.5,5
1.0,0.7931459425758812,7,0.25,0.5,5
1.0,0.7928682110996177,8,0.25,0.5,5
1.0,0.7935324289701948,9,0.25,0.5,5
1.0,0.7900933843562685,10,0.25,0.5,5
1.0,0.8396810670129395,1,0.01,0.75,5
1.0,0.691754350192126,2,0.01,0.75,5
1.0,0.7094499207985273,3,0.01,0.75,5
1.0,0.7330140232020868,4,0.01,0.75,5
1.0,0.7708189256046819,5,0.01,0.75,5
1.0,0.8062828306494101,6,0.01,0.75,5
1.0,0.790048753953034,7,0.01,0.75,5
1.0,0.7696860418470076,8,0.01,0.75,5
1.0,0.7325967420752021,9,0.01,0.75,5
1.0,0.7542556536748278,10,0.01,0.75,5
1.0,0.7365757640685583,1,0.1,0.75,5
1.0,0.7580815033256061,2,0.1,0.75,5
1.0,0.7536744057492254,3,0.1,0.75,5
1.0,0.775623836365581,4,0.1,0.75,5
1.0,0.7817344107886018,5,0.1,0.75,5
1.0,0.7914302143993643,6,0.1,0.75,5
1.0,0.7939955443522003,7,0.1,0.75,5
1.0,0.7910068630711984,8,0.1,0.75,5
1.0,0.7887983102739168,9,0.1,0.75,5
1.0,0.7958240982135989,10,0.1,0.75,5
1.0,0.7633546989006519,1,0.25,0.75,5
1.0,0.7549774265843794,2,0.25,0.75,5
1.0,0.7704186041509219,3,0.25,0.75,5
1.0,0.7961432606624325,4,0.25,0.75,5
1.0,0.796584575522373,5,0.25,0.75,5
1.0,0.7885571158397734,6,0.25,0.75,5
1.0,0.7998941172360122,7,0.25,0.75,5
1.0,0.7974318191798098,8,0.25,0.75,5
1.0,0.7965361697281796,9,0.25,0.75,5
1.0,0.7964006537849553,10,0.25,0.75,5
1.0,0.759084096609389,1,0.01,0.9,5
1.0,0.9164838086525057,2,0.01,0.9,5
1.0,0.8410511299982367,3,0.01,0.9,5
1.0,0.7561146921969267,4,0.01,0.9,5
1.0,0.8170873501479478,5,0.01,0.9,5
1.0,0.7725363977692117,6,0.01,0.9,5
1.0,0.757972501815692,7,0.01,0.9,5
1.0,0.7974083582443563,8,0.01,0.9,5
1.0,0.8261927151648519,9,0.01,0.9,5
1.0,0.7956706393851146,10,0.01,0.9,5
1.0,0.8934391235326767,1,0.1,0.9,5
1.0,0.8757567598078777,2,0.1,0.9,5
1.0,0.8542799271967594,3,0.1,0.9,5
1.0,0.8375402470171022,4,0.1,0.9,5
1.0,0.8394896431574188,5,0.1,0.9,5
1.0,0.81920823863004,6,0.1,0.9,5
1.0,0.8188580534545312,7,0.1,0.9,5
1.0,0.8159406618108225,8,0.1,0.9,5
1.0,0.8197220955364,9,0.1,0.9,5
1.0,0.8172653315141278,10,0.1,0.9,5
1.0,0.8680350911110815,1,0.25,0.9,5
1.0,0.8143247246665156,2,0.25,0.9,5
1.0,0.8016888647417523,3,0.25,0.9,5
1.0,0.8120615247808206,4,0.25,0.9,5
1.0,0.7934757279964292,5,0.25,0.9,5
1.0,0.7904771938868591,6,0.25,0.9,5
1.0,0.7915304146554226,7,0.25,0.9,5
1.0,0.7957343529108802,8,0.25,0.9,5
1.0,0.7970757117512997,9,0.25,0.9,5
1.0,0.7964831218760657,10,0.25,0.9,5
