feature1,feature2,target
1.5481,-5.0953,1.0000
-0.3883,-5.3848,1.0000
3.9766,-5.6436,1.0000
0.4236,-6.6222,1.0000
0.1888,-7.8233,1.0000
-0.2804,-2.5244,1.0000
1.5093,-5.0929,1.0000
1.5612,-3.3388,1.0000
0.8395,-3.0713,1.0000
1.5129,-5.7645,1.0000
2.4317,-9.3364,1.0000
-0.8080,-5.6241,1.0000
-1.2899,-6.2207,1.0000
-0.9034,-6.9255,1.0000
3.8352,-5.1126,1.0000
-0.0763,-4.1401,1.0000
-0.3356,-4.7479,1.0000
0.4961,-3.6997,1.0000
-2.0080,-4.9171,1.0000
0.1729,-7.6368,1.0000
1.5067,-7.2337,1.0000
2.2899,-5.2744,1.0000
0.9836,-5.8862,1.0000
1.2792,-8.6384,1.0000
0.1057,-6.8885,1.0000
0.3997,-6.0667,1.0000
0.8720,-7.1846,1.0000
2.6010,-2.7249,1.0000
-0.2946,-6.0212,1.0000
0.4067,-4.2123,1.0000
2.6826,-7.7053,1.0000
-0.8699,-7.5021,1.0000
-1.5737,-8.3183,1.0000
0.5131,-7.6391,1.0000
2.1259,-4.7154,1.0000
-1.4562,-7.4569,1.0000
-0.8660,-4.0201,1.0000
-1.2015,-8.1122,1.0000
-0.0699,-5.4719,1.0000
-0.9295,-3.7098,1.0000
0.3401,-5.3593,1.0000
-1.2099,-6.0562,1.0000
-0.2214,-9.2134,1.0000
0.4068,-8.5382,1.0000
-0.0407,-8.0845,1.0000
2.8562,-5.5386,1.0000
1.2181,-4.7003,1.0000
-1.8731,-9.2269,1.0000
-0.4661,-4.7312,1.0000
0.1287,-4.8892,1.0000
1.3246,-8.1106,1.0000
0.4068,-3.2190,1.0000
-0.8069,-8.8695,1.0000
-0.3280,-6.6571,1.0000
0.5917,-7.2621,1.0000
0.1283,-9.1359,1.0000
1.2077,-3.7558,1.0000
1.8355,-8.1428,1.0000
0.4514,-10.2200,1.0000
0.4005,-6.0910,1.0000
-1.4083,-5.5138,1.0000
0.1952,-4.6713,1.0000
0.1800,-5.6676,1.0000
-2.7507,-7.6401,1.0000
-0.6730,-5.5802,1.0000
-0.0089,-3.8774,1.0000
-1.2306,-6.3389,1.0000
0.3607,-6.3274,1.0000
0.7009,-6.8069,1.0000
2.0087,-6.4520,1.0000
1.5782,-6.0429,1.0000
2.1093,-7.9772,1.0000
0.7309,-6.6118,1.0000
0.3273,-4.3131,1.0000
-1.6109,-7.8696,1.0000
-1.4119,-5.6402,1.0000
-2.6684,-5.8634,1.0000
-1.8190,-7.6175,1.0000
-0.5221,-5.4618,1.0000
-0.8859,-6.6959,1.0000
-0.0592,-6.3857,1.0000
-3.7852,-6.6083,1.0000
0.1202,-4.4475,1.0000
2.8940,-5.0567,1.0000
0.1119,-7.3644,1.0000
2.3589,6.3673,1.0000
0.1559,6.8196,1.0000
-2.4216,6.6060,1.0000
1.4087,6.4794,1.0000
0.2054,4.6513,1.0000
0.9101,6.2835,1.0000
0.0128,5.2035,1.0000
1.2108,7.7638,1.0000
0.5489,7.2682,1.0000
1.8753,8.2460,1.0000
0.3191,5.6983,1.0000
-0.5868,6.0194,1.0000
0.7806,7.3268,1.0000
-0.6035,6.2119,1.0000
-1.4094,7.7875,1.0000
-0.5536,6.5062,1.0000
-1.0173,5.5782,1.0000
-0.9701,8.4112,1.0000
0.5082,5.7646,1.0000
-1.3402,5.1369,1.0000
0.8043,8.3560,1.0000
-2.0236,4.7031,1.0000
-0.2486,5.1115,1.0000
-2.3464,6.0273,1.0000
1.0621,3.7696,1.0000
0.2983,7.3643,1.0000
1.3864,5.4062,1.0000
3.2594,6.7850,1.0000
-1.1470,7.3920,1.0000
-1.5876,7.2661,1.0000
-1.7848,7.1180,1.0000
-0.8253,7.6013,1.0000
1.0475,6.6324,1.0000
0.0829,7.5373,1.0000
-2.5503,6.6117,1.0000
0.5847,6.7950,1.0000
1.1685,11.2361,1.0000
0.1652,7.1377,1.0000
0.2155,8.2241,1.0000
-2.8579,8.4013,1.0000
-0.9670,2.8007,1.0000
-1.5248,5.7532,1.0000
0.2747,5.9351,1.0000
1.1552,5.9503,1.0000
-0.0894,2.9686,1.0000
0.6892,7.4287,1.0000
-0.5949,3.3454,1.0000
-1.8901,8.3668,1.0000
-0.8573,5.0601,1.0000
-1.1589,6.9629,1.0000
-0.8313,4.7710,1.0000
-2.1303,5.8475,1.0000
1.4156,5.7908,1.0000
1.2476,6.2481,1.0000
0.2091,6.2531,1.0000
0.0487,7.4513,1.0000
0.6899,5.1824,1.0000
0.1819,5.8926,1.0000
0.6858,6.2550,1.0000
0.5863,3.9108,1.0000
0.5368,7.8577,1.0000
-1.9095,8.2641,1.0000
0.4201,5.7062,1.0000
-2.5519,7.5381,1.0000
-1.3712,5.2771,1.0000
0.7720,4.5496,1.0000
-1.3956,4.3718,1.0000
-0.1575,6.8323,1.0000
0.5699,6.5762,1.0000
-0.4867,6.1987,1.0000
-0.9759,8.8251,1.0000
0.2754,3.2352,1.0000
-1.5122,8.2646,1.0000
-1.9325,5.3810,1.0000
0.5708,4.4491,1.0000
1.5084,8.3746,1.0000
-1.1664,7.5971,1.0000
-1.2604,4.5887,1.0000
0.3475,6.3365,1.0000
-0.8429,7.1908,1.0000
-2.0777,4.7899,1.0000
-1.5243,7.0725,1.0000
1.1369,6.9432,1.0000
-1.8323,6.1878,1.0000
0.6472,3.7132,1.0000
-1.1620,6.9134,1.0000
0.9951,6.3610,1.0000
0.7666,6.4583,1.0000
0.2120,5.8455,1.0000
-1.2324,5.6527,1.0000
-0.5698,9.2778,1.0000
0.3680,5.9849,1.0000
-0.3281,5.8371,1.0000
-0.3850,6.7703,1.0000
-0.0416,7.1470,1.0000
-0.9831,6.4953,1.0000
1.2405,4.3676,1.0000
0.2373,6.3494,1.0000
-0.4734,5.3111,1.0000
-2.6232,7.6247,1.0000
