feature1,feature2,target
9.4714,6.2613,1.0000
3.2058,7.0136,1.0000
4.3386,2.8341,1.0000
6.0020,6.3867,1.0000
7.9914,1.8654,1.0000
-0.7976,6.7292,1.0000
1.6352,8.4300,1.0000
1.1606,2.9559,1.0000
-1.2986,12.0552,1.0000
3.3691,4.6676,1.0000
3.1289,4.1183,1.0000
7.8187,5.3053,1.0000
4.8998,9.0623,1.0000
0.2527,8.8574,1.0000
10.4625,0.1270,1.0000
5.8762,0.4778,1.0000
-2.3781,1.9962,1.0000
6.7506,7.5588,1.0000
3.6607,1.9357,1.0000
3.4158,2.4517,1.0000
2.7511,-3.4117,1.0000
4.1093,4.5255,1.0000
12.4910,7.2778,1.0000
4.4448,5.1837,1.0000
6.0682,2.4979,1.0000
-2.2869,2.3972,1.0000
4.1404,5.3241,1.0000
2.4379,1.7238,1.0000
4.0034,5.1041,1.0000
6.8958,4.0774,1.0000
6.4345,1.4563,1.0000
7.7350,4.7203,1.0000
0.1947,4.0416,1.0000
5.2869,1.2332,1.0000
7.4318,3.7663,1.0000
6.4965,1.4740,1.0000
5.9968,7.4403,1.0000
3.3966,4.2571,1.0000
2.9459,6.0794,1.0000
5.0348,6.6586,1.0000
4.7218,0.5236,1.0000
0.3810,3.3724,1.0000
6.5249,12.7688,1.0000
7.9404,2.8063,1.0000
-2.0871,6.7130,1.0000
4.9932,0.7334,1.0000
8.0335,4.9627,1.0000
3.5093,-1.7560,1.0000
8.2879,5.1763,1.0000
4.0785,1.6089,1.0000
3.6704,9.2326,1.0000
6.7571,11.8930,1.0000
8.6317,6.1527,1.0000
8.0635,5.5158,1.0000
-0.0669,2.8632,1.0000
6.1131,1.7214,1.0000
3.1635,0.6380,1.0000
10.8112,0.3887,1.0000
1.3527,1.8858,1.0000
8.3294,8.8677,1.0000
3.0424,6.9576,1.0000
1.8707,4.9735,1.0000
14.0195,8.2421,1.0000
4.8238,0.3775,1.0000
