y,x1,x2
0,43.92144789,46.62195181
0,66.46086366,46.59082218
1,111.4224182,19.53457881
1,105.4910271,21.09568644
1,86.96607165,20.96354701
1,78.89278539,21.4169045
0,53.99106679,52.45386667
1,114.6245582,20.49135155
0,39.62575604,49.71285141
0,47.69720996,51.84980601
1,98.29576762,16.26942493
1,81.56500003,20.24203776
0,54.66676242,51.83714205
1,104.5322584,21.33794171
1,96.96124254,23.09307288
0,39.53541811,48.29194214
1,109.8504031,19.45567685
0,44.83076014,48.9304103
1,106.625666,20.6836682
0,45.51595321,50.77942731
1,96.17157231,18.46200755
1,107.0682783,20.91859912
0,44.00559678,47.97906364
1,104.2308647,17.4351141
1,110.2156576,18.19064323
1,112.5551478,20.46372462
0,49.20487347,52.9848015
0,57.29446574,50.33727025
0,43.71637613,52.19738521
1,95.75297818,18.84639732
0,46.2628153,53.8690273
1,114.8076341,20.52496898
1,91.79500191,19.66780322
0,48.39394856,47.11210939
1,109.1534823,24.14143899
0,50.04868692,49.85712078
1,120.4232333,23.85582808
0,65.42961684,52.17954314
1,104.2623141,18.63225522
0,61.27181775,53.19273258
1,114.6588285,23.91946081
1,99.43039698,18.2804682
1,92.08288501,21.16191922
0,65.7281646,47.05863863
0,48.94277356,49.78609367
0,44.19324613,47.93819907
1,101.201752,16.80013647
1,106.5097773,20.13168466
1,91.28609684,19.49776933
0,53.51148117,47.65665687
0,68.38700458,52.47418986
0,57.73480902,50.17895529
1,105.360366,20.2612039
0,46.31933523,48.67201163
0,52.41983713,48.05505495
0,53.90901116,50.05235546
1,97.15645441,23.80579084
1,99.94156647,20.44773937
0,54.33729982,48.75917416
1,96.64494791,21.90162995
1,94.63841383,18.02938404
0,49.94022038,52.53180548
0,62.03244163,50.20489961
1,93.6333656,17.81732356
0,43.22675278,51.92666828
1,93.44457836,17.45145983
1,129.1473376,17.63197361
0,53.54136347,50.96135894
0,49.29485262,50.64557585
1,103.0171045,19.08207496
0,53.43805018,51.33370752
0,47.49543675,51.27399919
1,110.0275987,20.36706163
0,47.5737376,48.5166479
0,43.11733463,50.41594862
1,92.68886711,21.64521335
0,53.9465813,46.06961525
0,44.35554322,52.14806258
1,103.8451247,21.49223082
0,68.04666208,52.83858951
0,43.71229652,53.24496265
1,110.7608449,20.94705593
1,113.4147621,23.30401553
1,103.1425539,24.17816252
0,42.52624748,51.78182318
0,57.40314994,50.40750151
0,55.52301796,49.13809908
0,55.93927671,48.13342055
0,46.07031117,46.64276042
0,34.96316804,50.38370347
1,97.36081176,19.26433915
1,107.1435176,17.84326315
0,49.47772278,51.00741754
1,103.2984148,17.01600498
0,42.13902518,45.42053649
1,109.549183,18.1535427
0,56.81888733,48.36847947
0,58.5478704,53.04419971
1,98.36396714,22.10629293
1,110.1973909,20.16205745
0,53.06682191,47.43400099
0,49.04509171,50.10538139
0,33.59259245,48.98936353
0,47.73585226,52.73305017
1,96.06529732,22.63012968
1,126.0985785,22.55857931
1,111.588653,21.53747438
0,55.27184544,52.50880339
1,102.3863631,20.39285373
0,69.15037152,49.57034327
1,87.07320645,19.11239738
1,90.70590124,21.61176507
0,67.84016832,50.36230012
1,93.2554641,19.87625352
0,47.83178381,50.25921581
0,38.7339365,46.99773675
0,50.55928104,51.75664676
1,91.74971891,19.64943596
1,111.1521787,19.47309697
0,52.23427503,49.28919978
1,99.46054593,24.02715135
1,109.3735961,21.74649224
1,101.0909569,18.74557357
0,39.68498443,49.98432644
1,91.52084561,19.69520517
1,116.2798925,19.97479372
0,68.41290911,53.99150417
0,52.88022106,49.98665317
0,49.51872922,49.76903145
1,102.8674502,21.28655773
1,105.596589,16.88226021
0,56.026586,49.74527113
0,37.03559882,51.70082248
0,61.26150638,48.21958639
1,101.7161152,22.22344968
1,92.72092921,15.6852871
1,112.0801619,23.54588601
0,62.0055152,51.92044193
1,98.93056964,23.49090211
1,90.13687607,19.65417059
0,68.38184966,52.53777712
0,60.26272185,50.5082346
1,90.77166178,18.49448072
1,88.9752682,20.47912526
0,46.00769024,50.06759882
0,58.53683879,50.06545792
0,45.27761317,50.52155208
1,106.5805907,14.75754665
1,105.7839667,16.17907317
1,94.36794391,22.6433356
1,109.8741561,21.37337844
1,113.8629352,21.441801
1,121.9918171,18.19012753
1,122.7902977,19.10887849
0,54.19813714,52.65435881
1,107.8348193,21.39488378
1,90.28023004,19.28072674
1,105.819855,21.03766767
1,102.3455872,19.04787507
1,103.2792618,16.71226569
1,94.60864804,17.36236499
0,67.76616481,49.88054659
1,105.2384181,18.05440144
0,58.59897238,50.7549611
0,48.41404639,52.74925512
1,105.0086626,18.78670595
1,100.340415,22.11304399
0,48.35421656,51.30712698
1,96.55487443,22.78402844
1,98.39753707,17.24157918
0,39.6176322,47.0821812
1,105.7292922,19.71864645
1,90.91340794,17.76263939
0,40.74305798,50.45884191
0,55.15604016,52.37256846
0,55.68303233,49.49823923
0,59.52043225,49.24272228
0,62.44208625,48.338984
1,100.9226558,20.62382841
0,57.99538695,49.63904752
0,47.57031309,48.60093401
0,28.1502907,52.08562714
1,108.9596615,20.66939109
0,42.41383035,52.13506668
1,108.009135,19.69802889
1,88.46305871,19.49401795
0,63.78460696,54.23056004
0,57.30565436,52.14362764
0,50.55444047,50.75772427
0,84.89664266,50.81808425
0,57.05878886,51.28011848
0,43.35498318,47.52325582
0,50.61933449,50.0931895
0,45.73187771,50.97862846
0,59.59133837,51.7308841
0,64.54886806,47.71897373
0,38.83939702,50.86404789
1,104.1116367,20.77511447
1,107.5282388,18.40855343
0,37.8973865,48.88164307
0,54.16862542,48.89230686
0,51.54151705,48.16084191
0,55.17191237,48.61633189
0,48.82798299,45.55774527
1,104.9910449,19.74103485
0,50.14887878,52.30008135
1,82.48349831,21.93076058
0,60.44927927,49.75758049
1,87.3302883,20.34595798
1,103.526687,17.79914799
1,107.9593902,17.79108334
1,90.63088932,21.41866232
1,99.77265169,20.47079772
0,47.85077421,51.16461353
1,116.7115772,15.90620167
1,90.29841719,21.83459041
0,34.77284151,50.44593117
1,89.31221321,21.41187626
0,44.40833646,51.04963919
0,62.11411657,49.85484927
0,37.56545153,47.79402471
1,95.51136988,18.51891848
0,46.16994969,45.74664681
1,83.37346589,20.19926665
1,99.59433079,16.60673295
1,115.0676166,20.55534868
1,98.83887682,20.35737288
0,55.26189841,47.32843718
0,44.85765191,49.73404697
1,108.2436917,20.80816514
1,96.56908423,20.2722095
0,51.39253108,53.89727486
1,104.8614194,21.01340656
0,45.02923328,50.2703958
0,50.89187894,51.70001244
1,97.19947243,21.96902188
1,119.0870822,22.35954694
0,45.15819234,50.33255858
1,82.55369422,17.4280808
1,88.2980481,19.18958559
1,97.22956513,21.29127741
0,43.22654347,50.50884936
1,108.8268728,23.34188137
0,51.42951839,51.34423952
0,52.0547589,52.44216413
1,102.7900896,20.72819736
0,49.55661479,54.73720505
1,95.68876101,21.01590805
1,83.62804673,19.22538769
1,103.1069904,16.7180828
0,53.32441335,53.10540817
1,107.4285806,18.13926201
1,94.95739884,19.22754385
0,48.04504511,47.58517515
1,85.57505326,20.68752927
0,59.4989576,51.02963436
0,53.52168556,50.25915928
1,114.8268275,19.03088349
0,40.10498252,45.7793408
1,103.3202295,20.78544671
0,74.69061454,50.10003453
0,58.3830615,50.15503112
0,48.14768786,49.87738228
0,58.48407718,50.61609139
1,115.6623545,18.41028423
0,66.50894345,49.14868568
1,85.03809898,19.54440757
0,52.01759196,50.02500858
0,58.13999722,50.68751968
0,60.52358043,50.93994719
1,97.19991607,18.63817005
0,41.52819313,50.50854172
1,97.89263658,17.28416162
1,96.45857432,20.0420249
0,54.37803666,52.83012914
0,61.14081032,51.43277318
1,108.3883421,19.10392438
0,47.52983429,50.95781877
0,49.5514624,46.79023609
0,42.69289477,49.39100049
0,49.69967875,50.20616332
1,98.58680014,18.02817729
1,89.84361762,24.46165228
0,46.34919818,50.2497824
1,80.54550681,15.90400157
0,54.51409095,48.01346377
0,45.25575209,50.59553909
1,99.04673702,16.68573694
0,59.51201486,49.19767132
0,50.57169512,50.18372181
0,38.80221718,54.04530888
0,49.81967009,48.05316473
1,98.77050771,22.74138389
0,41.35818872,46.00140422
1,112.281061,19.30984215
0,56.54785552,50.31213562
1,117.4281769,19.55065787
1,98.47827551,21.41007812
0,60.76228131,50.01890226
1,123.7759128,20.29680011
0,58.22315812,45.59448022
1,93.37480773,20.4495143
1,106.6168254,19.28366262
0,55.74416213,47.80654644
0,38.70177848,48.93483647
1,93.0226567,13.19485456
1,119.5143572,21.76446518
1,97.52571473,22.06469164
0,59.99269622,51.06484454
1,79.91037194,18.76597978
1,102.5251319,20.0234483
1,121.9980607,22.61942204
0,43.05914791,51.77624441
1,107.9029194,23.68982044
0,44.9675202,48.84303312
0,73.15626914,47.3486881
1,95.88070191,19.1308448
0,46.84285831,48.77565961
0,52.89788542,49.60742628
1,95.16528762,16.50641382
1,105.8338339,18.75753284
1,97.7194379,21.58183748
1,103.3319498,19.67078574
0,60.23459589,50.60591977
0,65.28177963,51.70369804
1,105.4694393,22.05759924
1,105.682653,17.07807112
0,46.92960394,48.52392341
1,100.7195579,18.98697769
1,89.74865872,20.49217286
1,107.6329934,17.79355307
0,43.71677713,48.90959629
0,50.76889393,45.72877326
0,53.76639156,49.34790575
1,94.82883612,18.51575997
0,70.88968828,50.64757745
0,41.89099876,50.48388383
1,95.32837015,21.38514758
1,93.2765967,17.94767142
1,73.51455973,22.96310486
0,53.03983536,48.71084389
0,43.61573721,51.12122819
1,97.80965955,21.33620511
1,111.2502754,23.29065041
1,104.9828074,21.75488888
1,109.0322033,17.98465977
1,95.81896577,17.34531094
1,114.7472033,20.91340654
1,79.86649434,23.57503139
1,116.5911175,19.61407755
1,101.5605099,21.01145629
0,61.18339963,55.394183
0,49.19626475,48.75995787
1,98.31535886,18.23042342
1,111.9246754,19.43748415
0,54.1552434,47.05218277
1,105.0416959,21.88973519
1,86.32170453,21.58840107
0,43.8326873,50.33494125
0,67.07565814,51.72565979
0,39.29300581,48.077315
0,61.1116535,52.06565809
0,74.0857116,48.99473073
0,26.98737126,49.3627348
1,93.00085197,17.22547904
1,88.20995098,18.98780564
0,50.93428695,50.45981261
0,55.53400949,52.51129122
1,96.834762,22.76829914
0,38.83203026,48.11157415
0,55.74030686,50.63413022
0,62.04334644,49.60066014
0,57.27495609,50.75435559
0,42.97615212,53.13990605
1,100.0622163,24.61130062
0,58.29717092,51.02672978
1,103.4018561,19.87862298
1,95.22447514,24.21237553
0,36.17964176,50.19578572
1,110.9177615,19.78984236
0,43.76216104,47.23522557
0,64.48797584,53.29795806
0,36.68319435,48.08454767
0,59.6912623,54.36556964
1,93.23751893,20.33747765
1,99.53110231,20.29902623
1,125.6239515,19.51541363
0,42.68452374,47.54672916
1,101.1916261,22.73218152
0,37.77302632,50.60589436
1,95.68060357,20.26432609
1,87.6082607,17.17187172
1,109.9700183,17.43648142
0,58.03417909,44.84345592
0,47.34010788,50.01455338
1,101.1862096,20.99447232
0,32.0367642,51.6266384
0,48.95368026,50.67721409
1,100.5569602,18.11829582
0,53.9693428,50.53644806
1,95.55931029,21.13255121
1,96.83217974,18.56630296
0,53.38498725,52.23423623
1,94.21038656,20.8392506
0,61.6223967,52.41735906
0,41.723235,50.42082039
1,86.25621782,20.54561528
1,90.97435685,20.97438232
0,54.65893553,52.38447876
1,94.53326154,16.80547141
0,49.3408593,49.51777125
1,99.08079348,21.97087576
0,58.94026957,50.4131851
1,104.7304016,24.41872075
0,47.77616089,51.37679458
0,43.2297385,48.60573332
0,42.78844319,49.23564994
0,28.08833893,51.53189782
0,43.47788731,49.90262439
0,42.19599891,47.34655745
1,99.47907253,20.95643185
0,47.68970258,47.06446553
1,94.90053767,19.87118348
0,37.09492017,50.30296655
1,90.58180529,19.36498755
0,55.137039,51.2190007
1,104.6251936,16.23657354
0,55.97691366,50.92507664
0,50.01097116,50.43636219
1,97.29496822,18.32504777
0,67.31967526,48.10501523
0,61.00555905,46.27594255
0,48.15091765,51.80427474
1,101.3634981,16.48830081
1,104.7826934,19.06677652
1,114.694101,20.12609689
0,42.54515312,49.4786205
0,33.29778855,49.08322934
1,92.0872561,21.55381433
0,58.20122511,45.39286673
0,45.54806105,49.65136201
0,20.82082023,50.99030191
1,85.29777008,17.48192513
0,56.50480207,48.07977965
0,52.91289453,50.7161947
0,71.12537421,50.50012756
0,54.80437672,47.81043639
0,52.46323815,45.78081614
0,64.92695188,49.70432006
1,104.1087027,17.97525433
0,34.5160264,49.87911027
0,43.11574449,49.93724235
0,47.47775829,51.07092736
0,40.82976696,49.1859976
1,110.0014125,18.40970234
0,48.42158012,48.25942878
0,67.22393529,47.08974849
0,37.57817371,47.29091503
1,96.87458996,18.50244405
1,94.93875189,20.81503041
1,108.9291061,20.25823576
0,49.9985168,49.89116666
1,97.75119833,18.4097944
0,41.61930224,45.88627033
0,39.30104721,51.72002967
0,60.16867122,48.6252457
1,121.4542783,18.10042629
1,105.5441277,21.4460134
0,56.73548642,51.38900989
1,115.7726463,24.46891512
0,42.61861339,49.16685381
0,53.98703131,49.38187175
1,106.8421361,17.38646484
0,67.55917443,50.47409836
1,95.73441923,23.8685487
0,67.53044765,49.16122642
0,39.12338305,48.93264441
0,54.45919853,51.0533911
0,29.67938944,48.06640528
0,42.57902799,47.5347767
0,43.72321114,46.50083535
1,106.7407779,20.51824802
0,47.77544183,51.07492105
0,53.61701057,51.76792154
1,96.7823383,20.04811819
1,98.23614593,19.52280517
0,57.98801764,50.65064023
1,95.76813253,21.96717163
1,101.8757017,18.60945305
1,100.9700253,16.55774172
0,58.96177614,48.93526033
0,53.69425053,49.0693191
1,92.23756301,16.95867308
0,38.49241989,50.01184243
1,107.459347,22.34981935
0,58.69309148,51.5377325
1,98.05390666,20.57261576
1,87.0203371,18.22359759
0,64.68683982,48.88303575
0,45.31461015,49.77394215
1,92.73857521,20.06561265
1,93.08722045,18.95222021
1,121.3060008,18.07135335
0,39.85360969,47.59635799
1,96.48649245,20.14689795
0,42.73894299,50.46191238
0,64.43995763,49.64093051
0,52.84501764,51.81950017
0,78.14326564,50.91027002
1,84.62922879,21.28373823
0,39.11124114,47.79436668
1,94.80591838,19.4833139
0,50.01892937,50.86875725
1,95.73756687,24.13413102
0,67.34400303,52.41163136
1,103.834312,18.59421097
0,46.60045128,47.95866366
1,103.5090307,20.70947956
0,55.87805526,53.63576773
1,96.68406286,16.7147514
1,108.0227359,19.01617131
1,123.1880997,21.17090542
0,38.69294423,49.18557762
0,41.19195854,52.64817382
1,93.55847542,17.80450029
1,96.33166568,19.72194915
0,42.75916356,52.01927592
1,97.70590138,19.75945103
1,117.3164504,20.08211263
0,63.47392682,50.91353467
0,55.15590942,47.35066579
0,42.17081061,49.55267402
1,90.58212761,19.22178508
0,50.79698423,53.28811533
1,107.4528324,15.40940451
1,94.3156395,23.5970664
0,64.60628011,50.36642837
1,80.34266663,18.99636531
1,113.4377096,18.1465329
0,61.17664834,51.01611911
0,47.71625006,46.11812295
0,40.40161938,53.20115607
0,58.78949687,46.44970963
0,56.76032869,50.07045188
1,96.98341269,18.32142403
1,102.0571939,21.24763257
1,97.80634736,21.0637742
0,60.42625786,45.47174691
1,106.51891,20.72958733
1,95.902021,21.30993418
0,58.92071092,48.39665223
0,62.17270696,50.97023931
0,50.33855776,52.99757712
0,47.20587117,50.74684306
1,111.848344,23.24578394
1,96.7254584,19.62553786
0,39.37786168,49.28803487
0,37.36893659,52.98255344
1,93.96635032,20.02883463
0,71.5781652,51.85752486
0,55.16251812,52.83285185
0,27.82082534,51.61733617
1,100.1511791,18.93564821
0,38.88765018,45.97803234
0,50.3024287,48.81518779
0,46.10675026,49.019694
0,65.61218683,48.80316783
0,52.13813711,50.63692631
1,122.2098032,22.26371043
0,52.58727773,49.8992499
1,121.3015056,15.66022332
0,41.46077582,49.6062901
0,53.26432354,47.34322324
1,111.4263601,15.0206421
1,98.88347087,18.49715107
1,97.5690045,23.47028617
1,101.6437432,22.76826194
1,75.83623235,23.22480173
1,99.27153356,22.84107503
0,52.1137536,51.15553424
1,91.9449554,22.59224503
0,43.50450585,50.29171087
0,50.46953627,46.5197875
1,95.36636875,18.60973359
0,62.54374355,48.640497
0,49.5289838,52.29549229
1,102.1375853,21.8187994
0,51.97375206,49.42709347
1,106.4479579,21.40066093
1,95.13748013,18.70180063
0,36.14326983,50.42847724
0,34.04346734,46.61061488
1,91.52421241,21.37486331
0,51.96149539,53.40176477
0,56.07624799,48.67920904
1,102.4685188,18.37599368
1,107.9248832,19.50388161
0,38.07928916,46.63978089
1,88.58368417,17.79602684
1,95.64587078,16.10075123
1,83.41907809,18.05396169
0,46.80396548,47.43035214
1,102.2142083,14.27094999
0,50.30569161,52.54014233
0,46.4165122,48.47497226
1,105.5914472,19.18657005
0,55.88942706,55.07982908
1,105.3986294,18.01574922
0,49.5897126,53.58399075
1,112.2939375,23.10062756
1,94.01293258,19.60921751
1,109.9972607,26.21298589
0,45.30161826,47.00602814
1,98.52091753,21.20206927
1,113.777715,22.85023551
0,71.54464697,50.67125075
1,95.23102913,20.57122851
0,42.03183911,51.7639298
0,35.2878876,50.0475707
0,54.44899128,52.20882075
1,94.12655943,18.06007283
0,60.59715927,51.33477491
0,39.23748116,53.97110886
0,68.41228077,48.44474369
1,104.5416342,17.61622869
1,104.6670795,19.89357319
1,97.17446602,19.47385051
0,55.86386492,52.6647187
1,103.2518583,19.57298295
1,94.15633187,20.84095385
0,47.27314473,50.98571735
0,69.33881961,48.7780313
1,80.6947455,19.69077306
0,33.21143765,52.5461559
1,73.6498181,19.46119829
1,83.39870082,22.80529074
1,87.01218006,18.53942573
0,46.2446372,51.8061161
1,106.0330109,18.39003213
1,91.77800221,21.29516863
1,99.29783411,18.81380398
0,46.58603508,49.13430041
1,91.57848337,19.90278097
1,97.54319536,19.77863463
1,91.87644531,21.25489359
0,50.57747085,50.61580833
1,99.58351828,23.41265288
1,117.7711424,21.27057402
0,41.5152959,49.2237753
1,90.36945003,21.93794905
1,114.1044144,22.98037301
0,41.15040643,48.94211807
0,46.0755435,50.17868757
1,106.266809,20.17759966
1,95.32104722,24.48729795
0,58.7816668,52.1742018
0,40.08188951,49.81836719
1,100.6955721,17.24082315
0,39.91818376,48.4879579
0,32.94480434,52.71687313
0,71.85595243,48.27414335
0,58.67646735,48.81958348
1,90.70271004,18.95195776
0,61.44560948,48.81098697
1,99.32600024,17.96108573
0,45.26686144,51.04807032
1,103.4374066,22.65619889
1,88.70826357,18.24094654
0,45.14558274,52.54992728
1,86.87345947,19.94667989
1,114.1704183,19.52445384
0,61.42721517,51.46971849
1,96.72640902,22.17792424
0,35.36872971,50.89979305
1,94.64513827,21.10907398
1,81.3956512,18.50421044
1,82.22863706,20.8248071
0,60.81102651,47.43662679
1,106.4062141,16.45102684
1,77.6425841,21.11554838
1,96.45655707,20.69005258
1,105.8290116,19.73705918
1,100.7564142,20.9258019
1,93.58951863,17.9063831
1,104.4719058,20.62603906
1,94.90491024,18.10842189
0,49.33762016,49.10071101
1,94.52041155,23.32203914
0,17.98188013,50.89138486
0,54.75174377,48.756617
0,42.66608648,51.12659961
0,32.65443533,51.18204491
0,67.22389382,50.57457409
0,43.49416644,47.46460989
0,40.15068173,47.93321931
0,35.05737341,47.49367016
0,52.07394243,51.81870535
1,99.49435594,20.30009774
1,98.66965286,18.07422323
0,33.53505089,53.72549446
1,95.19793726,21.41569551
1,79.23255008,21.77906919
1,100.3368907,18.19479031
1,92.17729384,18.08989428
1,105.4713652,19.80556594
0,37.04007419,54.54878595
1,114.4202832,22.96212421
1,92.59947837,17.77692454
0,54.74505672,50.21407368
0,52.77794732,51.38006654
1,115.5440846,20.61390474
0,48.7730012,49.86956544
0,62.84559279,54.63464711
0,50.94112902,49.55277449
0,63.01373091,50.02951888
1,110.7839343,18.65033397
1,127.0709113,17.66993323
1,88.06685212,21.03407321
1,75.8765874,19.51672412
1,90.40852167,19.23653284
1,80.70690513,17.57593247
0,39.73797316,51.29168941
1,120.1923711,20.86592604
1,102.9315814,20.53126541
1,95.82891054,21.78642406
1,100.3876406,17.16977843
1,111.1448528,18.3766327
1,85.58837324,23.13332076
1,112.4863125,19.28367592
1,94.00064068,17.92114487
0,51.70139038,48.8941075
0,42.68621603,51.3611484
0,53.5775885,50.25556669
1,110.4506009,15.64666971
0,44.67958941,50.65047397
0,48.6416007,49.23079684
1,92.65537997,20.31304096
1,104.263033,22.25073832
0,53.70524663,53.35556672
0,48.92336894,50.1270224
0,51.72163982,50.13909141
1,98.15935267,25.0229284
1,111.5587626,21.37347657
0,65.08089314,53.00010938
1,106.5109019,21.47354617
1,97.27642938,20.52009592
0,41.76083824,51.38619849
0,60.5049682,53.47958863
0,61.57021159,55.22981176
1,100.068285,18.44805362
0,47.62581773,50.05837451
0,56.43216074,48.90012299
1,99.26706929,22.20732025
1,89.62994914,17.8582653
1,103.1471811,23.35572294
0,58.095954,52.33692135
0,50.9941633,50.3233414
1,112.0000676,19.21274589
1,91.92783389,19.60607028
0,26.56978686,49.60575502
1,93.23638583,18.60659901
0,56.76525978,49.63000937
0,13.88526256,51.12099002
0,48.3583201,51.89715711
0,48.68832974,48.45636634
0,48.39946497,50.94320335
0,64.08971967,48.87028142
0,64.90147483,49.34425605
1,107.9138436,19.16703464
1,106.3676486,18.01055643
0,74.35973613,48.84403449
1,76.09044042,22.31875176
0,45.56542115,52.9106845
1,91.67601966,21.61222005
1,94.33920611,18.13373527
0,60.49393869,49.34305652
1,89.13507431,20.65842882
1,87.28613533,19.31564356
1,97.4060593,20.97444146
0,36.77916334,47.53288734
1,104.1325307,19.39602856
0,51.40695895,49.60258217
1,94.58991326,27.34706841
1,120.7602833,22.72951772
