feature1,feature2,target
-7.5301,-0.2211,0.0000
-10.6314,1.7216,0.0000
-10.0827,-2.2207,0.0000
-8.1507,0.0600,0.0000
-7.4219,-1.3228,0.0000
-8.0424,-1.0513,0.0000
-10.6342,-0.4426,0.0000
-8.7017,0.7261,0.0000
-7.7515,1.6694,0.0000
-6.2941,1.5578,0.0000
-5.4070,1.2008,0.0000
-7.7881,2.3437,0.0000
-9.1084,-0.0614,0.0000
-6.0110,-0.4980,0.0000
-6.2617,-1.3916,0.0000
-8.4361,0.9460,0.0000
-6.2670,2.0735,0.0000
-7.6214,0.5165,0.0000
-6.4154,0.8096,0.0000
-9.7562,-0.9874,0.0000
-5.0007,-2.1547,0.0000
-6.4107,-0.7371,0.0000
-5.7624,-1.3478,0.0000
-7.4152,-3.5098,0.0000
-7.5726,1.8612,0.0000
-10.0996,2.0538,0.0000
-8.7386,-0.0887,0.0000
-12.3057,1.8682,0.0000
-9.0167,-0.9320,0.0000
-9.7139,-1.7195,0.0000
-5.5195,-0.8817,0.0000
-5.9498,-0.3052,0.0000
-6.9006,-0.8770,0.0000
-6.7601,4.4835,0.0000
-6.3692,0.8761,0.0000
-8.3244,1.7509,0.0000
-5.1458,-2.9481,0.0000
-9.8908,3.6404,0.0000
-6.7623,0.2238,0.0000
-6.5249,1.8997,0.0000
-6.1129,-0.3864,0.0000
-3.9256,0.0219,0.0000
-9.0152,-0.9649,0.0000
-7.7292,-0.6568,0.0000
-7.8253,0.5464,0.0000
-13.1879,-1.3487,0.0000
-5.8540,0.9751,0.0000
-8.6789,-1.0817,0.0000
-5.5246,-0.4291,0.0000
-8.4183,3.2142,0.0000
-8.1406,1.1852,0.0000
-7.5791,0.0880,0.0000
-9.1406,-1.4324,0.0000
-5.3210,-1.9726,0.0000
-7.0196,-2.0688,0.0000
-7.9164,-0.0644,0.0000
-10.3227,1.9656,0.0000
-7.8183,2.1040,0.0000
-9.1182,1.5794,0.0000
-3.4570,0.3750,0.0000
-8.6208,0.8291,0.0000
-7.2561,-0.3637,0.0000
-7.7087,-1.0026,0.0000
-6.7658,-0.6709,0.0000
-8.9841,1.4122,0.0000
-7.7872,4.5819,0.0000
-7.9321,-1.2425,0.0000
-8.4518,0.6427,0.0000
-8.7078,-2.1881,0.0000
-4.6608,-2.1480,0.0000
-4.8783,0.2443,0.0000
-9.3396,2.8863,0.0000
-7.8524,-1.7451,0.0000
-7.3867,2.2282,0.0000
-6.3157,1.4311,0.0000
-4.4614,0.3716,0.0000
-6.8491,-0.3914,0.0000
-10.0196,-0.2503,0.0000
-4.6993,-2.9983,0.0000
-5.1722,0.4530,0.0000
-9.0771,0.1134,0.0000
-4.4233,-0.9927,0.0000
-6.1307,1.9598,0.0000
3.2058,-4.7346,1.0000
6.0703,-6.9483,1.0000
6.3700,-6.7224,1.0000
3.8451,-8.4695,1.0000
5.7710,-6.8584,1.0000
3.8821,-8.2980,1.0000
2.2697,-7.5785,1.0000
6.4599,-7.6278,1.0000
7.8897,-5.1835,1.0000
5.3161,-8.4065,1.0000
8.9072,-8.8813,1.0000
6.0682,-2.6113,1.0000
4.6021,-7.3671,1.0000
4.9620,-4.1687,1.0000
7.7174,-4.7911,1.0000
2.8612,-7.3484,1.0000
5.4068,-8.5523,1.0000
4.5194,-1.5181,1.0000
2.8851,-3.6789,1.0000
3.1340,-6.6814,1.0000
4.8597,-9.0110,1.0000
4.7898,-3.4064,1.0000
6.4344,-4.6045,1.0000
3.3910,-6.2901,1.0000
5.4046,-4.6426,1.0000
7.6850,-7.9987,1.0000
8.3991,-6.5724,1.0000
4.4967,-8.4169,1.0000
4.8644,-6.4564,1.0000
2.5310,-6.5828,1.0000
5.2427,-6.8229,1.0000
6.5585,-8.0494,1.0000
6.7798,-6.3720,1.0000
5.7445,-9.6904,1.0000
5.2583,-6.1238,1.0000
6.8714,-8.3598,1.0000
7.7281,-8.1653,1.0000
7.6334,-4.8436,1.0000
3.4911,-1.6605,1.0000
2.6088,-6.3439,1.0000
5.4141,-4.9564,1.0000
5.4528,-4.4017,1.0000
5.9185,-5.9346,1.0000
3.1409,-6.6901,1.0000
6.8050,-8.3330,1.0000
5.2220,-10.0968,1.0000
3.6088,-9.2463,1.0000
7.4891,-9.6455,1.0000
4.5208,-4.5431,1.0000
6.2178,-4.4536,1.0000
6.5024,6.6696,1.0000
6.1803,5.9234,1.0000
4.9637,3.5104,1.0000
5.2386,7.7922,1.0000
3.9422,4.3457,1.0000
5.1290,7.6043,1.0000
6.7064,3.8780,1.0000
5.6364,5.0719,1.0000
5.3924,2.8071,1.0000
6.3036,5.4405,1.0000
5.2899,5.7459,1.0000
3.5378,6.7432,1.0000
4.3188,5.0264,1.0000
5.9322,5.8818,1.0000
4.0107,7.3284,1.0000
4.1650,5.9557,1.0000
6.0383,7.3346,1.0000
6.6973,8.3430,1.0000
5.0636,4.8712,1.0000
7.3307,7.9680,1.0000
4.5766,6.9917,1.0000
4.4660,3.7976,1.0000
6.4682,6.4894,1.0000
5.1731,8.3900,1.0000
7.0262,5.0926,1.0000
3.4323,3.3205,1.0000
5.0088,5.4539,1.0000
5.5136,6.0182,1.0000
4.0718,5.4282,1.0000
2.7966,7.7372,1.0000
4.2469,6.8660,1.0000
4.0698,6.1002,1.0000
5.8910,5.6128,1.0000
3.8471,9.2883,1.0000
4.7193,6.8037,1.0000
4.8855,4.9065,1.0000
6.8586,6.5532,1.0000
5.4821,2.7817,1.0000
5.4061,7.1873,1.0000
5.4002,5.7901,1.0000
6.6869,6.3480,1.0000
5.8211,7.4661,1.0000
6.4155,4.1414,1.0000
5.4756,4.9229,1.0000
2.1606,6.4037,1.0000
2.5422,5.3403,1.0000
1.4514,4.5561,1.0000
4.3356,5.9890,1.0000
4.2365,4.6926,1.0000
3.7258,8.1669,1.0000
4.3344,5.8615,1.0000
7.6646,3.5355,1.0000
2.0741,4.5544,1.0000
4.4404,4.3772,1.0000
4.9390,5.8737,1.0000
2.8060,6.2274,1.0000
2.9679,6.9872,1.0000
5.3101,9.0925,1.0000
6.1610,5.7019,1.0000
5.4772,6.1976,1.0000
3.9432,3.9344,1.0000
6.5438,8.1381,1.0000
4.3342,5.6248,1.0000
4.3047,7.4199,1.0000
6.7023,4.7578,1.0000
4.5099,5.2329,1.0000
5.2942,7.0784,1.0000
6.5053,5.6014,1.0000
3.6002,6.7551,1.0000
5.8335,5.4981,1.0000
5.2324,6.5016,1.0000
6.2407,6.0969,1.0000
5.6850,6.2499,1.0000
3.6306,6.9933,1.0000
5.1389,7.4893,1.0000
3.3210,5.0060,1.0000
5.4607,3.5724,1.0000
4.8106,5.3662,1.0000
4.4127,5.6430,1.0000
1.8471,6.0587,1.0000
5.1049,7.4842,1.0000
7.0419,6.5016,1.0000
6.3087,2.6145,1.0000
5.7737,7.5630,1.0000
6.2306,6.3355,1.0000
4.4968,5.4843,1.0000
5.0329,6.6066,1.0000
5.8084,5.8663,1.0000
3.2231,8.5783,1.0000
3.7762,2.2121,1.0000
7.0167,7.4327,1.0000
5.2667,7.3759,1.0000
5.6291,4.8224,1.0000
5.1644,4.2523,1.0000
4.0810,4.7742,1.0000
5.2209,7.5038,1.0000
4.0872,6.6510,1.0000
1.9848,4.4839,1.0000
5.7571,7.3546,1.0000
6.3340,7.5124,1.0000
2.6825,5.2637,1.0000
1.3515,5.7795,1.0000
5.3322,5.5198,1.0000
3.6891,6.6074,1.0000
5.7519,6.1889,1.0000
4.1468,6.0609,1.0000
5.1206,6.3780,1.0000
5.8799,5.9619,1.0000
2.9560,5.6125,1.0000
5.5249,5.3783,1.0000
5.3085,5.0316,1.0000
6.8994,6.5712,1.0000
5.1980,7.0706,1.0000
6.0798,6.1276,1.0000
6.4157,6.9269,1.0000
5.3032,6.0039,1.0000
3.4327,6.2732,1.0000
5.2509,4.8212,1.0000
6.9253,5.9940,1.0000
3.4837,5.4090,1.0000
4.9403,5.9498,1.0000
3.8965,6.0497,1.0000
2.9392,5.3923,1.0000
5.6147,5.0475,1.0000
5.9143,7.1325,1.0000
4.1583,2.6069,1.0000
6.2453,7.9055,1.0000
2.7502,6.2969,1.0000
5.4617,3.7161,1.0000
4.2431,7.7777,1.0000
5.3267,6.0420,1.0000
6.6565,5.1885,1.0000
2.4760,7.9366,1.0000
3.9227,6.0251,1.0000
6.6782,6.4337,1.0000
5.2777,5.1849,1.0000
5.8665,9.1565,1.0000
4.2348,4.4750,1.0000
5.4834,5.0228,1.0000
5.2352,6.0918,1.0000
5.7609,6.3428,1.0000
5.5069,7.8631,1.0000
3.6953,6.1350,1.0000
5.5229,4.3473,1.0000
3.7312,5.5986,1.0000
4.3119,7.6522,1.0000
5.2572,10.2163,1.0000
4.5407,5.6310,1.0000
8.2624,5.2812,1.0000
8.1789,1.6700,1.0000
