RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
7.634348897535668e-06,0.8767123287671232,0.0,1.3854041570438797e-06,0.10050251256281408,0.20833333333333331,0.0,0.0,0.0,0.0,0
0.00035700312970168613,0.8082191780821917,0.0,0.0038931045858352576,0.0013869346733668343,0.20833333333333331,0.0,0.0,0.0,0.0,0
0.00043347402723735407,0.2054794520547945,0.0,0.00030788180985373364,0.1306532663316583,0.5,0.0,0.5,0.0,0.0,0
0.0002455090298313878,0.6301369863013697,0.0,3.317317859892225e-05,0.04522613065326633,0.20833333333333331,0.0,0.0,0.0,0.0,0
0.00041372660311284043,0.24657534246575336,0.0,0.0006494928013856813,0.16008040201005025,0.5,0.0,0.5,0.0,0.0,0
0.0,0.6164383561643836,0.0,0.0002679763402617398,0.13336683417085426,0.3333333333333333,0.0,0.25,0.0,0.0,0
0.0012907920103761349,0.2602739726027397,0.1,0.0002809983625866051,0.10719597989949749,0.29166666666666663,0.0,0.25,0.125,0.0,0
0.00018927833592736706,0.5616438356164384,0.0,0.0002543648722093918,0.271356783919598,0.25,0.0,0.25,0.0,0.25,0
0.0012970167315175098,0.6301369863013697,0.0,0.00024485462509622784,0.05527638190954774,0.125,0.0,0.0,0.0,0.0,0
3.0423476005188064e-06,0.547945205479452,0.0,0.0003675445111624326,0.16080402010050251,0.29166666666666663,0.0,0.75,0.0,0.0,0
2.2281450064850845e-05,0.9315068493150684,0.0,8.655098537336411e-06,0.032160804020100506,0.3333333333333333,0.0,0.0,0.0,0.0,0
0.0006033730804150454,0.3835616438356165,0.0,9.330005234795996e-05,0.7537688442211056,0.4583333333333333,0.0,0.5,0.0,0.75,0
5.708520363164721e-05,0.32876712328767127,0.0,0.00024151182140107774,0.2412060301507538,0.875,0.0,0.25,0.0,0.0,0
0.00016079521919584952,0.5753424657534245,0.0,4.4058859122401845e-05,0.10253266331658292,0.375,0.0,0.0,0.0,0.0,0
2.8560797665369647e-05,0.6986301369863013,0.0,2.98269130100077e-06,0.16080402010050251,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0002004943476005188,0.32876712328767127,0.0,0.00047233276982294064,0.07202010050251256,0.4583333333333333,0.0,0.5,0.0,0.0,0
0.00014543040077821012,0.3972602739726027,0.0,0.00023149773979984603,0.11234170854271357,0.20833333333333331,0.0,0.5,0.0,0.5,0
0.0011764828897535668,0.5342465753424657,0.0,0.0002451852163202463,0.08442211055276383,0.5,0.0,0.0,0.0,0.0,0
0.0002697546225680934,0.30136986301369856,0.0,0.0003676544126250963,0.16631155778894474,0.29166666666666663,0.0,0.5,0.0,0.0,0
0.0008000692684824903,0.4931506849315069,0.0,0.0006147424595842956,0.10814070351758795,0.5833333333333333,0.0,0.5,0.0,0.0,0
7.512021141374838e-05,0.5616438356164384,0.0,0.00027195078214010775,0.10251256281407035,0.20833333333333331,0.0,0.25,0.0,0.0,0
0.0003241599040207523,0.3972602739726027,0.0,0.0002631708591224018,0.18466331658291457,0.5416666666666666,0.0,0.5,0.0,0.5,0
0.00019966073281452656,0.0547945205479452,0.0,2.1164842186297153e-06,0.08040201005025126,0.041666666666666664,0.0,0.0,0.0,0.0,0
0.0001251882062256809,0.6301369863013697,0.0,0.00015575934642032336,0.0965427135678392,0.25,0.0,0.5,0.0,0.0,0
7.395442931258107e-05,0.35616438356164376,0.0,0.00017034113471901463,0.09881407035175879,0.75,0.0,0.5,0.0,0.5,0
0.000524714037613489,0.1506849315068493,0.0,0.0006058275673595072,0.05829145728643216,0.375,0.1,0.25,0.0,0.5,0
2.7806836575875486e-05,0.2876712328767123,0.0,0.00023506706158583522,0.07133668341708543,0.4583333333333333,0.0,0.5,0.0,0.0,0
1.0097481193255513e-05,0.4383561643835617,0.0,1.0642709776751348e-06,0.04359798994974875,0.08333333333333333,0.0,0.0,0.0,0.0,0
0.00039569513229571984,0.5342465753424657,0.0,0.00035890317321016164,0.40960804020100505,0.375,0.0,0.75,0.0,0.25,0
0.000234052635538262,0.4383561643835617,0.1,0.00024818137182448037,0.2619698492462312,0.5,0.0,0.25,0.0,0.25,0
0.0,0.1095890410958904,0.0,0.2201693610469592,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0
6.7213592736705575e-06,0.5342465753424657,0.0,0.00022391877444187834,0.0946532663316583,0.29166666666666663,0.0,0.25,0.0,0.25,0
0.0003999827989623865,0.726027397260274,0.0,0.00028284040415704385,0.02613065326633166,0.3333333333333333,0.0,0.0,0.0,0.0,0
0.0009106270207522697,0.3698630136986301,0.0,0.0002998735026943803,0.14673366834170856,0.41666666666666663,0.0,0.5,0.0,0.25,0
0.0,0.0547945205479452,0.0,0.0001586546089299461,0.042211055276381915,0.25,0.0,0.0,0.0,0.0,0
2.5154398184176393e-05,0.7945205479452053,0.0,1.08101285604311e-05,0.08729648241206031,0.41666666666666663,0.0,0.0,0.0,0.0,0
0.0010884185784695202,0.136986301369863,0.0,0.00035178797998460356,0.08430150753768845,0.5416666666666666,0.0,0.0,0.0,0.0,0
0.0003046169584954604,0.6849315068493149,0.1,0.00023254370746728252,0.16180904522613065,0.25,0.0,0.5,0.0,0.0,0
0.0004100054850843061,0.1780821917808219,0.0,0.00024901015935334874,0.15409045226130655,0.4583333333333333,0.0,0.25,0.0,1.0,0
0.0012970167315175098,0.5068493150684932,0.0,6.12046805234796e-05,0.08442211055276383,0.041666666666666664,0.1,0.0,0.0,0.5,0
0.0006073925551232166,0.35616438356164376,0.0,0.0002740308683602771,0.21105527638190955,0.6666666666666666,0.0,0.5,0.0,0.75,0
0.00017396531258106354,0.2602739726027397,0.0,0.00022685832178598921,0.16347738693467337,0.41666666666666663,0.0,0.25,0.0,0.75,0
7.350158236057067e-06,0.5616438356164384,0.0,8.880295381062355e-05,0.07839195979899498,0.41666666666666663,0.0,0.25,0.0,0.0,0
0.0,0.2876712328767123,0.0,0.00011322481755196304,0.029226130653266333,0.16666666666666666,0.0,0.0,0.0,0.0,0
1.7130381322957196e-05,0.27397260273972607,0.0,5.361398768283294e-06,0.083678391959799,0.375,0.0,0.0,0.0,0.0,0
0.00016150897016861218,0.1095890410958904,0.0,0.0001961087413394919,0.020100502512562814,0.20833333333333331,0.0,0.0,0.0,0.0,0
1.7591684824902723e-05,0.1232876712328767,0.0,3.984296381832178e-06,0.10872361809045226,0.3333333333333333,0.0,0.0,0.0,0.0,0
3.1990949416342416e-05,0.1780821917808219,0.0,0.000550153362586605,0.05527638190954774,0.25,0.0,0.5,0.0,0.0,0
0.001051574495460441,0.3424657534246575,0.2,0.0003709204526558891,0.17085427135678394,0.75,0.0,0.25,0.0,0.5,0
9.714939040207522e-05,0.4931506849315069,0.0,0.00021133459661277907,0.11390954773869347,0.5,0.0,0.0,0.0,0.0,0
7.65501102464332e-05,0.5205479452054793,0.0,2.543555427251732e-05,0.03891457286432161,0.3333333333333333,0.0,0.0,0.0,0.0,0
0.0012970167315175098,0.1095890410958904,0.0,0.0,0.023457286432160804,0.041666666666666664,0.0,0.0,0.0,0.25,0
2.1815387808041502e-05,0.35616438356164376,0.0,0.00034946669130100076,0.254713567839196,0.3333333333333333,0.0,0.5,0.0,0.0,0
0.0003451071556420233,0.5205479452054793,0.0,0.0001845483010007698,0.0621105527638191,0.20833333333333331,0.0,0.25,0.0,0.0,0
0.0001855289857328145,0.5205479452054793,0.0,0.0003856469699769053,0.1262110552763819,0.25,0.0,0.5,0.0,0.0,0
0.0012970167315175098,0.7123287671232876,0.0,0.0,0.026934673366834173,0.125,0.0,0.0,0.0,0.0,0
0.00014033225551232165,0.4794520547945205,0.0,0.0001947373841416474,0.1407035175879397,0.41666666666666663,0.0,0.25,0.0,0.0,0
6.912577302204928e-05,0.6438356164383561,0.0,0.00018658255889145495,0.15937688442211057,0.4583333333333333,0.0,0.5,0.0,0.0,0
0.0003547824682230869,0.8767123287671232,0.0,0.00021763287143956888,0.036241206030150755,0.29166666666666663,0.0,0.0,0.0,0.0,0
0.000734921206225681,0.0821917808219178,0.0,1.7893909930715933e-05,0.08040201005025126,0.041666666666666664,0.0,0.0,0.0,0.0,0
0.0012636029831387808,0.0821917808219178,0.1,0.0011669029930715935,0.01206030150753769,0.20833333333333331,0.0,0.0,0.0,0.0,0
0.00047280166407263294,0.21917808219178087,0.0,0.0001595288598922248,0.05226130653266332,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.000621530718547341,0.24657534246575336,0.0,0.0002438914087759815,0.2733668341708543,0.29166666666666663,0.0,0.5,0.0,0.25,0
0.0012970167315175098,0.6849315068493149,0.0,0.000176405454195535,0.1833969849246231,0.125,0.0,0.5,0.0,0.0,0
1.5234317769130999e-05,0.7945205479452053,0.0,0.0003085626381832179,0.09280402010050252,0.4583333333333333,0.0,0.5,0.0,0.0,0
0.00010447841763942932,0.4794520547945205,0.1,0.00031305326558891456,0.1407035175879397,0.3333333333333333,0.0,0.5,0.0,0.0,0
0.0004391389312581064,0.0547945205479452,0.0,0.00012973578598922248,0.07202010050251256,0.20833333333333331,0.0,0.0,0.0,0.0,0
0.001021344287937743,0.2328767123287671,0.0,0.0002860221855273287,0.06030150753768845,0.25,0.0,0.25,0.0,0.0,0
0.0009935120674448767,0.5342465753424657,0.0,0.00037298319091608927,0.06030150753768845,0.20833333333333331,0.0,0.0,0.0,0.0,0
0.00016401846433203632,0.6712328767123288,0.0,2.0742730561970747e-05,0.04623115577889447,0.125,0.0,0.0,0.0,0.25,0
1.826923476005188e-05,0.5342465753424657,0.0,3.1523079291762893e-06,0.21105527638190955,0.8333333333333333,0.0,0.0,0.0,0.0,0
0.0007252175706874189,0.1643835616438356,0.1,0.0003429747505773672,0.10753768844221107,0.29166666666666663,0.0,0.25,0.0,0.75,0
0.0012748940907911803,0.3424657534246575,0.0,0.00017858387451886066,0.296140703517588,0.375,0.1,0.5,0.0,0.25,0
0.0,0.6438356164383561,0.0,0.00012684129253271746,0.36852261306532663,0.3333333333333333,0.0,0.5,0.0,0.75,0
0.0,0.1917808219178082,0.0,0.00040036570207852197,0.05354773869346734,0.29166666666666663,0.0,0.25,0.0,0.25,0
0.0009447083644617381,0.4246575342465753,0.0,0.00046984214626635866,0.07668341708542714,0.3333333333333333,0.0,0.5,0.0,1.0,0
0.0003629899831387808,0.27397260273972607,0.0,0.0004732133086989992,0.19764824120603017,0.3333333333333333,0.0,0.5,0.0,0.0,0
0.00011914920752269778,0.30136986301369856,0.0,0.00023462300307929175,0.11447236180904523,0.6666666666666666,0.0,0.5,0.0,0.5,0
7.18615382619974e-05,0.0684931506849315,0.0,7.86947220939184e-05,0.08040201005025126,0.125,0.0,0.0,0.0,0.0,0
0.0007287909688715954,0.3698630136986301,0.1,0.0003436611993841416,0.08494472361809045,0.16666666666666666,0.0,0.25,0.0,0.0,0
0.0012970167315175098,0.0273972602739726,0.0,0.00025730118090839106,0.022291457286432163,0.08333333333333333,0.0,0.0,0.0,0.0,0
2.187586511024643e-05,0.41095890410958896,0.0,3.61070454195535e-05,0.08954773869346734,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0008202501102464332,0.4520547945205479,0.0,0.0003231922933025404,0.239035175879397,0.375,0.0,0.5,0.0,1.0,0
0.0011880892308690012,0.1643835616438356,0.1,0.00022933625481139335,0.1085427135678392,0.3333333333333333,0.0,0.25,0.0,0.5,0
1.7161652399481193e-05,0.5205479452054793,0.0,0.00013620908083140882,0.08643216080402011,0.5416666666666666,0.0,0.25,0.0,0.0,0
0.0,0.0136986301369863,0.0,0.0,0.020100502512562814,0.041666666666666664,0.0,0.0,0.0,0.0,0
7.451494682230869e-05,0.4520547945205479,0.2,0.0004774702532717474,0.07905527638190955,0.75,0.0,0.25,0.0,0.0,0
0.0004771852905317769,0.3150684931506849,0.1,0.0006709855819861431,0.16749748743718593,0.625,0.0,1.0,0.0,0.5,0
1.1874208819714657e-05,0.21917808219178087,0.0,5.811514472671285e-05,0.11447236180904523,0.25,0.0,0.25,0.0,0.25,0
0.0012659922425421529,0.21917808219178087,0.1,0.0003731145535026944,0.13049246231155778,0.9166666666666666,0.0,0.0,0.0,0.25,0
0.00010485269779507134,0.0684931506849315,0.1,0.0005110274087759814,0.01648241206030151,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.00031354415823605703,0.24657534246575336,0.0,6.791394072363357e-05,0.11754773869346734,0.16666666666666666,0.0,0.0,0.0,1.0,0
0.0011843173657587547,0.1232876712328767,0.0,8.609654349499614e-05,0.04904522613065327,0.125,0.1,0.0,0.0,0.25,0
8.647429182879377e-05,0.46575342465753417,0.0,0.00022338049730561972,0.18424120603015076,0.4583333333333333,0.0,0.25,0.0,0.5,0
8.238321530479896e-05,0.5068493150684932,0.0,0.00016452768206312547,0.1857286432160804,0.16666666666666666,0.0,0.5,0.0,0.5,0
0.0005406307535667964,0.547945205479452,0.0,0.0005872807043879908,0.09246231155778895,0.8333333333333333,0.0,0.5,0.0,0.25,0
0.00013760583009079117,0.46575342465753417,0.0,5.3434267128560425e-05,0.1088643216080402,0.125,0.0,0.0,0.125,0.25,0
0.0012970167315175098,0.4520547945205479,0.1,5.090633564280215e-05,0.4,0.3333333333333333,0.0,0.25,0.0,0.0,0
0.0007200508910505837,0.5342465753424657,0.0,0.0003798307582755966,0.2847437185929648,0.75,0.0,0.25,0.0,0.0,0
0.0002527886783398184,0.6027397260273972,0.0,0.00031511510700538874,0.08998994974874372,0.5833333333333333,0.0,0.25,0.0,0.25,0
0.000656927391699092,0.32876712328767127,0.0,0.00033990818629715163,0.17688442211055277,0.875,0.0,0.5,0.0,0.75,0
0.0002240274785992218,0.4931506849315069,0.0,0.00026451373826020017,0.0984924623115578,1.0,0.0,0.25,0.0,0.0,0
0.0010887637704280154,0.2602739726027397,0.0,0.00028890810931485756,0.18090452261306533,0.25,0.0,0.25,0.0,0.0,0
0.0,0.547945205479452,0.0,5.9507785219399537e-05,0.29485427135678394,0.29166666666666663,0.0,0.25,0.0,0.0,0
7.38373942931258e-05,0.0273972602739726,0.0,0.004618937644341801,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0
0.0,0.27397260273972607,0.0,0.00027103309622786764,0.18090452261306533,0.375,0.0,0.5,0.0,0.5,0
0.0,0.27397260273972607,0.0,0.000365476285604311,0.032623115577889446,0.20833333333333331,0.0,0.25,0.0,0.0,0
0.0009283014773022049,0.1643835616438356,0.0,0.0007717468106235566,0.05628140703517588,0.3333333333333333,0.0,0.5,0.0,0.0,0
5.776687808041504e-05,0.4383561643835617,0.0,0.00032464234719014625,0.11256281407035176,0.5416666666666666,0.0,0.25,0.125,0.5,0
4.528592217898833e-05,0.4794520547945205,0.0,0.00018208765280985372,0.13467336683417086,0.6666666666666666,0.0,0.25,0.0,0.5,0
0.0012970167315175098,0.2054794520547945,0.0,0.0006382512024634333,0.08442211055276383,0.375,0.0,0.5,0.0,0.0,0
1.2234784695201038e-05,0.6027397260273972,0.0,7.735173518090838e-05,0.06699497487437187,0.125,0.0,0.0,0.0,0.0,0
0.001078992542153048,0.7671232876712328,0.2,9.721334795996921e-05,0.2492462311557789,0.375,0.0,0.25,0.125,0.0,0
0.0004980549416342412,0.35616438356164376,0.0,0.0002822655919938414,0.1829145728643216,0.5,0.0,0.25,0.0,0.5,0
3.081081582360571e-05,0.4246575342465753,0.0,0.0003022189515011547,0.07314572864321608,0.25,0.0,0.5,0.0,0.0,0
0.0012970167315175098,0.136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.340084176394293e-05,0.3424657534246575,0.0,0.00020059579907621248,0.20100502512562815,0.3333333333333333,0.0,0.5,0.0,0.5,0
0.0011175655382619973,0.3698630136986301,0.0,0.00027576130023094684,0.06030150753768845,0.29166666666666663,0.0,0.0,0.0,0.25,0
0.00015094178988326847,0.2602739726027397,0.0,0.0006148835681293302,0.06030150753768845,0.41666666666666663,0.0,0.25,0.0,0.25,0
8.506440596627756e-05,0.3972602739726027,0.0,4.136377367205543e-05,0.6030150753768845,0.6666666666666666,0.0,0.5,0.0,0.5,0
8.519247081712062e-05,0.4520547945205479,0.1,0.00035391631485758273,0.035175879396984924,0.41666666666666663,0.0,0.0,0.0,0.0,0
9.418747081712061e-06,0.5068493150684932,0.0,0.00046436613010007694,0.07758793969849247,0.41666666666666663,0.0,0.5,0.0,0.25,0
3.6119677042801554e-05,0.5205479452054793,0.0,0.0007100601716705158,0.10251256281407035,0.9166666666666666,0.0,0.75,0.0,0.0,0
0.0002004531128404669,0.1643835616438356,0.0,8.94629245573518e-05,0.15409045226130655,0.125,0.0,0.25,0.0,0.0,0
0.000627238093385214,0.5205479452054793,0.0,0.0008006985873749037,0.10472361809045226,0.625,0.0,0.75,0.0,0.0,0
8.246769130998703e-06,0.3835616438356165,0.0,0.00027723477598152427,0.10050251256281408,0.25,0.0,0.25,0.0,0.0,0
0.00027943095460440984,0.3835616438356165,0.0,0.00014688286066204771,0.22110552763819097,0.25,0.0,0.25,0.0,1.0,0
5.5113363164721134e-05,0.4931506849315069,0.2,0.00010241919168591223,0.05527638190954774,0.25,0.0,0.0,0.0,0.0,0
0.0006357913411154344,0.4931506849315069,0.0,0.00041453562663587367,0.1527638190954774,0.7083333333333333,0.0,1.0,0.0,0.0,0
0.00027106622178988326,0.6027397260273972,0.0,0.0007100966258660507,0.10050251256281408,0.29166666666666663,0.0,0.5,0.0,0.0,0
0.0003635127055771725,0.3835616438356165,0.0,0.0002146710207852194,0.26884422110552764,0.4583333333333333,0.0,0.25,0.0,0.5,0
0.00019623211024643317,0.4931506849315069,0.0,0.00037495774826789836,0.07537688442211056,0.20833333333333331,0.0,0.25,0.0,0.5,0
4.2503880674448775e-05,0.6164383561643836,0.2,0.0002230223310238645,0.2344924623115578,0.16666666666666666,0.0,0.25,0.0,0.0,0
0.0003109366614785992,0.3835616438356165,0.0,0.0001803682309468822,0.08190954773869347,0.4583333333333333,0.0,0.25,0.0,0.75,0
7.269416083009079e-05,0.3972602739726027,0.0,4.656136797536566e-05,0.12393969849246232,0.08333333333333333,0.0,0.0,0.0,0.25,0
0.0012659040129701685,0.0410958904109589,0.0,2.1367250962278676e-05,0.05139698492462312,0.125,0.0,0.0,0.0,0.0,0
0.0007615177029831387,0.6301369863013697,0.0,0.0005896403217859891,0.05829145728643216,0.5416666666666666,0.0,0.25,0.0,0.0,0
0.001035797924773022,0.2328767123287671,0.2,0.00025456366281755195,0.08830150753768845,0.125,0.0,0.25,0.0,0.25,0
2.6800738002594035e-05,0.821917808219178,0.0,3.3891575827559664e-05,0.012763819095477387,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.0005851382295719844,0.41095890410958896,0.1,0.0008818138491147035,0.08440201005025126,0.5833333333333333,0.0,1.0,0.0,0.25,0
0.0008537611050583657,0.3835616438356165,0.1,0.0004609700923787528,0.16080402010050251,0.3333333333333333,0.0,0.5,0.0,0.0,0
0.0012970167315175098,0.5890410958904109,0.30000000000000004,0.001108145466512702,0.09447236180904522,0.16666666666666666,0.0,0.75,0.0,0.5,0
2.0905460440985734e-05,0.4520547945205479,0.0,2.8059390300230947e-05,0.034170854271356785,0.5833333333333333,0.0,0.0,0.0,0.0,0
1.177036316472114e-06,0.5205479452054793,0.0,9.991302617397998e-05,0.20100502512562815,0.7083333333333333,0.0,0.25,0.0,0.0,0
0.0010481247924773022,0.547945205479452,0.1,0.0014468439907621246,0.032160804020100506,0.5,0.0,0.5,0.0,0.0,0
7.602124383916992e-05,0.5753424657534245,0.0,9.037753579676674e-05,0.12462311557788945,0.125,0.0,0.0,0.0,0.0,0
0.0006146806433203632,0.2602739726027397,0.0,0.0004093812155504234,0.1628140703517588,0.5416666666666666,0.0,1.0,0.0,0.75,0
0.00014326395719844355,0.4931506849315069,0.0,0.00034164461123941493,0.2412060301507538,0.75,0.0,0.5,0.0,0.0,0
0.001042466998702983,0.6438356164383561,0.0,0.0002459533348729792,0.21105527638190955,0.4583333333333333,0.0,0.25,0.0,0.0,0
0.0,0.0410958904109589,0.1,0.0004627837328714395,0.017366834170854273,0.125,0.0,0.0,0.0,0.0,0
0.00039389612191958497,0.5342465753424657,0.0,0.0008820043125481138,0.08012060301507538,0.5833333333333333,0.0,0.25,0.0,0.0,0
0.0,0.1643835616438356,0.1,0.00028572948883756735,0.10146733668341709,0.29166666666666663,0.0,0.25,0.0,0.0,0
5.200576783398184e-05,0.8356164383561644,0.0,0.0001339171154734411,0.05786934673366834,0.6666666666666666,0.0,0.25,0.0,0.0,0
0.0008860348702983138,0.5890410958904109,0.0,0.00033229162047729023,0.18391959798994975,0.375,0.0,0.25,0.0,0.0,0
0.00016393938651102462,0.5616438356164384,0.1,0.0002461502817551963,0.18592964824120603,0.3333333333333333,0.0,0.25,0.0,0.0,0
0.0004983032736705577,0.8630136986301369,0.1,0.00022148349653579677,0.1613668341708543,0.75,0.0,0.25,0.0,0.25,0
1.0835939040207521e-05,0.4520547945205479,0.0,0.00015897156658968434,0.049427135678391965,0.5416666666666666,0.0,0.25,0.0,0.0,0
6.540137354085604e-05,0.35616438356164376,0.0,0.00023820064973056199,0.08040201005025126,0.4583333333333333,0.0,0.25,0.0,0.0,0
0.0006071660298313877,0.3150684931506849,0.0,0.00011151791839876827,0.2391959798994975,0.5416666666666666,0.0,0.0,0.0,0.5,0
1.5477390402075225e-05,0.3698630136986301,0.0,0.00017351332178598922,0.1901105527638191,0.5833333333333333,0.0,0.25,0.0,0.25,0
2.2430359273670554e-05,0.2602739726027397,0.0,0.00021542417859892225,0.4020100502512563,0.6666666666666666,0.0,0.5,0.0,0.75,0
0.00035769701815823606,0.2054794520547945,0.1,0.0003515297675134719,0.02269346733668342,0.20833333333333331,0.0,0.0,0.0,0.5,0
0.0005371038858625162,0.2602739726027397,0.0,0.0008679920046189375,0.083678391959799,0.4583333333333333,0.0,0.5,0.0,0.0,0
0.0002481406083009079,0.4246575342465753,0.0,0.0002618611647421093,0.1835778894472362,0.25,0.0,0.25,0.0,0.25,0
0.00124662569001297,0.3698630136986301,0.1,0.00024452381370284834,0.15577889447236182,0.20833333333333331,0.0,0.5,0.0,0.25,0
3.867771854734112e-05,0.41095890410958896,0.0,0.0003499088583525789,0.13193969849246232,0.7916666666666666,0.0,0.5,0.0,0.0,0
0.00014123086381322958,0.136986301369863,0.0,4.127174364896074e-05,0.044221105527638194,0.29166666666666663,0.0,0.0,0.0,0.0,0
0.0001900652308690013,0.24657534246575336,0.0,0.00027600330561970747,0.10050251256281408,0.4583333333333333,0.0,0.5,0.0,0.75,0
0.00014703301556420232,0.1917808219178082,0.0,4.880456428021555e-05,0.16802010050251256,0.29166666666666663,0.0,0.0,0.0,0.25,0
1.8053752269779508e-05,0.5342465753424657,0.0,0.0002572120739030023,0.45226130653266333,0.4583333333333333,0.0,0.75,0.0,0.0,0
3.5994367055771724e-05,0.6986301369863013,0.0,8.440496535796766e-06,0.062311557788944726,0.3333333333333333,0.0,0.0,0.0,0.25,0
0.00013542876394293126,0.35616438356164376,0.0,2.0903250192455735e-05,0.1591356783919598,0.25,0.0,0.0,0.0,0.0,0
0.00021724308300907907,0.27397260273972607,0.0,0.000163236792147806,0.1748743718592965,0.25,0.0,0.5,0.0,0.0,0
0.00024251345654993512,0.0547945205479452,0.0,0.00012121680908391068,0.08040201005025126,0.16666666666666666,0.0,0.0,0.0,0.0,0
1.5118625162127108e-05,0.3424657534246575,0.2,0.000449188531947652,0.10301507537688442,0.5833333333333333,0.0,0.25,0.0,0.5,0
5.4862533073929966e-05,0.6575342465753424,0.0,6.448545804464973e-06,0.0695678391959799,0.20833333333333331,0.0,0.0,0.0,0.0,0
0.0006974473359273671,0.3150684931506849,0.0,0.00027436179676674366,0.20566834170854273,0.5416666666666666,0.0,0.25,0.0,0.5,0
0.0008420953138780804,0.46575342465753417,0.0,0.0001468654649730562,0.08237185929648241,0.25,0.0,0.0,0.0,0.75,0
0.0,0.4246575342465753,0.0,0.0001633553364126251,0.14168844221105528,0.16666666666666666,0.0,0.25,0.0,0.75,0
0.001259719018158236,0.1780821917808219,0.0,0.00022073884141647417,0.15398994974874372,0.4583333333333333,0.0,0.5,0.0,1.0,0
0.00041225339169909206,0.0547945205479452,0.0,1.881371362586605e-05,0.09045226130653267,0.125,0.0,0.0,0.0,0.0,0
0.00017356045525291827,0.21917808219178087,0.0,1.8855948421862972e-05,0.08040201005025126,0.29166666666666663,0.0,0.0,0.0,0.0,0
0.00021131228793774316,0.6301369863013697,0.2,0.0005604030223248652,0.0661105527638191,0.9583333333333333,0.0,0.25,0.0,0.0,0
