pct_valid,avg_cost,t,μ,γ,k
1.0,42.941398487613675,9,0.1,0.9,3
1.0,43.97763427687588,10,0.1,0.9,3
1.0,29.50329045339326,1,0.25,0.9,3
1.0,38.299329157675054,2,0.25,0.9,3
1.0,43.94112783773581,3,0.25,0.9,3
1.0,47.62481400920199,4,0.25,0.9,3
1.0,49.72591692512112,5,0.25,0.9,3
1.0,52.54173421569288,6,0.25,0.9,3
1.0,54.06833202976265,7,0.25,0.9,3
1.0,54.66938957454279,8,0.25,0.9,3
1.0,55.35933629921157,9,0.25,0.9,3
1.0,55.51025392780622,10,0.25,0.9,3
1.0,5.125519208336854,1,0.01,0.5,4
1.0,8.023258054961792,2,0.01,0.5,4
1.0,10.734168347571435,3,0.01,0.5,4
1.0,12.195442515538268,4,0.01,0.5,4
1.0,13.5684406012814,5,0.01,0.5,4
1.0,15.300245394781559,6,0.01,0.5,4
1.0,16.297190785445537,7,0.01,0.5,4
1.0,17.766468153906843,8,0.01,0.5,4
1.0,18.813324751244025,9,0.01,0.5,4
1.0,19.3095730428685,10,0.01,0.5,4
1.0,19.523407826604693,1,0.1,0.5,4
1.0,25.444268198658275,2,0.1,0.5,4
1.0,31.129226657607244,3,0.1,0.5,4
1.0,35.13932825584845,4,0.1,0.5,4
1.0,37.615395727583284,5,0.1,0.5,4
1.0,40.396355669562325,6,0.1,0.5,4
1.0,41.70022175759265,7,0.1,0.5,4
1.0,43.59340546790161,8,0.1,0.5,4
1.0,45.68636728075557,9,0.1,0.5,4
1.0,46.76979735454875,10,0.1,0.5,4
1.0,29.637690233744607,1,0.25,0.5,4
1.0,39.37840612749255,2,0.25,0.5,4
1.0,44.85600264920858,3,0.25,0.5,4
1.0,48.746700010271915,4,0.25,0.5,4
1.0,51.455202582339396,5,0.25,0.5,4
1.0,52.83515033411067,6,0.25,0.5,4
1.0,53.374735236119186,7,0.25,0.5,4
1.0,54.04553700430789,8,0.25,0.5,4
1.0,54.58775955705676,9,0.25,0.5,4
1.0,54.79723847401981,10,0.25,0.5,4
1.0,4.92670002203772,1,0.01,0.75,4
1.0,8.199978493138106,2,0.01,0.75,4
1.0,10.274842446297766,3,0.01,0.75,4
1.0,12.48876762908741,4,0.01,0.75,4
1.0,13.713719388598337,5,0.01,0.75,4
1.0,15.145370090974575,6,0.01,0.75,4
1.0,16.055318063432654,7,0.01,0.75,4
1.0,17.24458937268596,8,0.01,0.75,4
1.0,18.04471666787596,9,0.01,0.75,4
1.0,18.81436379029567,10,0.01,0.75,4
1.0,17.493130684350845,1,0.1,0.75,4
1.0,23.853924043919193,2,0.1,0.75,4
1.0,28.9760820114545,3,0.1,0.75,4
1.0,32.20904394759092,4,0.1,0.75,4
1.0,34.57050353831161,5,0.1,0.75,4
1.0,37.45674271435063,6,0.1,0.75,4
1.0,39.16169109672444,7,0.1,0.75,4
1.0,41.151255532142606,8,0.1,0.75,4
1.0,42.75205542118955,9,0.1,0.75,4
1.0,43.86370474212147,10,0.1,0.75,4
1.0,28.999230442279497,1,0.25,0.75,4
1.0,36.92855373554786,2,0.25,0.75,4
1.0,41.85150572594838,3,0.25,0.75,4
1.0,46.13116415811053,4,0.25,0.75,4
1.0,48.154938547667534,5,0.25,0.75,4
1.0,51.128393187642246,6,0.25,0.75,4
1.0,52.221890253432264,7,0.25,0.75,4
1.0,53.31199577275584,8,0.25,0.75,4
1.0,53.95814037453634,9,0.25,0.75,4
1.0,54.42869257929307,10,0.25,0.75,4
1.0,5.886547994631383,1,0.01,0.9,4
1.0,7.93419221244852,2,0.01,0.9,4
1.0,10.637950407790756,3,0.01,0.9,4
1.0,11.521553071713415,4,0.01,0.9,4
1.0,13.15840909820964,5,0.01,0.9,4
1.0,15.634197819785014,6,0.01,0.9,4
1.0,16.436551468375452,7,0.01,0.9,4
1.0,17.69853741832776,8,0.01,0.9,4
1.0,18.319224478754872,9,0.01,0.9,4
1.0,19.696090453234543,10,0.01,0.9,4
1.0,16.795472350485174,1,0.1,0.9,4
1.0,23.694161497590294,2,0.1,0.9,4
1.0,28.801499998181246,3,0.1,0.9,4
1.0,32.89999933971488,4,0.1,0.9,4
1.0,35.99563424657725,5,0.1,0.9,4
1.0,38.86481921848516,6,0.1,0.9,4
1.0,41.01552382780557,7,0.1,0.9,4
1.0,41.98425633626059,8,0.1,0.9,4
1.0,43.62983086948289,9,0.1,0.9,4
1.0,44.12544646911998,10,0.1,0.9,4
1.0,29.58508968632119,1,0.25,0.9,4
1.0,37.706486992275245,2,0.25,0.9,4
1.0,42.97035954734617,3,0.25,0.9,4
1.0,45.99955901118315,4,0.25,0.9,4
1.0,48.66167986518757,5,0.25,0.9,4
1.0,50.76118734712722,6,0.25,0.9,4
1.0,53.073918306170015,7,0.25,0.9,4
1.0,54.02768665556649,8,0.25,0.9,4
1.0,54.84652942165695,9,0.25,0.9,4
1.0,55.352807191462766,10,0.25,0.9,4
1.0,6.4420834831374,1,0.01,0.5,5
1.0,8.934478481827023,2,0.01,0.5,5
1.0,10.99313945184323,3,0.01,0.5,5
1.0,14.686979852650367,4,0.01,0.5,5
1.0,15.629436063730338,5,0.01,0.5,5
1.0,16.35709154115113,6,0.01,0.5,5
1.0,17.488088246938357,7,0.01,0.5,5
1.0,18.71382206409585,8,0.01,0.5,5
1.0,19.00123375259217,9,0.01,0.5,5
1.0,19.51436042839439,10,0.01,0.5,5
1.0,16.821457239149495,1,0.1,0.5,5
1.0,23.352229246577373,2,0.1,0.5,5
1.0,29.106024926320195,3,0.1,0.5,5
1.0,33.1263354054965,4,0.1,0.5,5
1.0,36.17235314017758,5,0.1,0.5,5
1.0,38.29183595156438,6,0.1,0.5,5
1.0,40.75719168265939,7,0.1,0.5,5
1.0,42.01043405071164,8,0.1,0.5,5
1.0,43.433288892597815,9,0.1,0.5,5
1.0,44.60936761783716,10,0.1,0.5,5
1.0,27.091487078193737,1,0.25,0.5,5
1.0,37.3199629535515,2,0.25,0.5,5
1.0,43.20088231606199,3,0.25,0.5,5
1.0,47.286268088651646,4,0.25,0.5,5
1.0,49.75525203813229,5,0.25,0.5,5
1.0,51.276479286733874,6,0.25,0.5,5
1.0,52.99549711645513,7,0.25,0.5,5
1.0,54.599633845856566,8,0.25,0.5,5
1.0,55.20288070682433,9,0.25,0.5,5
1.0,55.469080780911234,10,0.25,0.5,5
1.0,4.831798666835144,1,0.01,0.75,5
1.0,6.387297913077935,2,0.01,0.75,5
1.0,8.575337048930662,3,0.01,0.75,5
1.0,10.771409016833521,4,0.01,0.75,5
1.0,11.903003751086601,5,0.01,0.75,5
1.0,14.569928828813511,6,0.01,0.75,5
1.0,16.781674782348315,7,0.01,0.75,5
1.0,18.316245817534853,8,0.01,0.75,5
1.0,18.69283396884239,9,0.01,0.75,5
1.0,19.170267786463103,10,0.01,0.75,5
1.0,18.151674434803088,1,0.1,0.75,5
1.0,25.1833829671844,2,0.1,0.75,5
1.0,30.172946530512228,3,0.1,0.75,5
1.0,34.178747570377226,4,0.1,0.75,5
1.0,36.44903740498686,5,0.1,0.75,5
1.0,38.06009875345925,6,0.1,0.75,5
1.0,41.32727390737699,7,0.1,0.75,5
1.0,42.8658125391273,8,0.1,0.75,5
1.0,44.09335150743071,9,0.1,0.75,5
1.0,45.80423155901581,10,0.1,0.75,5
1.0,28.783798635702983,1,0.25,0.75,5
1.0,36.96740149193273,2,0.25,0.75,5
1.0,42.36098350708291,3,0.25,0.75,5
1.0,46.47385514568504,4,0.25,0.75,5
1.0,48.801258989837905,5,0.25,0.75,5
1.0,50.779306183632386,6,0.25,0.75,5
1.0,52.571236917882,7,0.25,0.75,5
1.0,53.58899083588567,8,0.25,0.75,5
1.0,54.5917044497558,9,0.25,0.75,5
1.0,55.599499216267915,10,0.25,0.75,5
1.0,6.219194102075115,1,0.01,0.9,5
1.0,8.780257182636083,2,0.01,0.9,5
1.0,11.398120307770277,3,0.01,0.9,5
1.0,12.254714598070727,4,0.01,0.9,5
1.0,13.625857208197495,5,0.01,0.9,5
1.0,15.049149338908657,6,0.01,0.9,5
1.0,15.650357970868482,7,0.01,0.9,5
1.0,16.64380949662389,8,0.01,0.9,5
1.0,17.952812169254383,9,0.01,0.9,5
1.0,18.993895933425147,10,0.01,0.9,5
1.0,15.285244582704212,1,0.1,0.9,5
1.0,22.81464325539956,2,0.1,0.9,5
1.0,28.80582913411823,3,0.1,0.9,5
1.0,34.6203471663688,4,0.1,0.9,5
1.0,37.436319705765584,5,0.1,0.9,5
1.0,38.78269172441169,6,0.1,0.9,5
1.0,39.91913188574667,7,0.1,0.9,5
1.0,42.714897251531475,8,0.1,0.9,5
1.0,44.03706286016379,9,0.1,0.9,5
1.0,45.96982661448659,10,0.1,0.9,5
1.0,27.095298883280186,1,0.25,0.9,5
1.0,36.45265309258841,2,0.25,0.9,5
1.0,41.78015215982878,3,0.25,0.9,5
1.0,45.64269233755629,4,0.25,0.9,5
1.0,49.20711719740455,5,0.25,0.9,5
1.0,50.761342868641975,6,0.25,0.9,5
1.0,52.03725877364662,7,0.25,0.9,5
1.0,53.31382637782274,8,0.25,0.9,5
1.0,54.28966253656861,9,0.25,0.9,5
1.0,54.585881406869746,10,0.25,0.9,5
