pct_valid,avg_cost,t,μ,γ,k,λ
0.9787234042553191,25.002717902182944,2,0.1,0.5,2,0.0
0.9859154929577465,31.868797930220204,3,0.1,0.5,2,0.0
0.9777777777777777,37.06732772931824,4,0.1,0.5,2,0.0
0.9722222222222222,40.228229745181906,5,0.1,0.5,2,0.0
0.9758064516129032,42.91667162425471,6,0.1,0.5,2,0.0
0.9779411764705882,44.453952293382116,7,0.1,0.5,2,0.0
0.9798657718120806,46.37998838903387,8,0.1,0.5,2,0.0
0.9811320754716981,47.92871288150498,9,0.1,0.5,2,0.0
0.9822485207100592,49.01700671856074,10,0.1,0.5,2,0.0
1.0,29.47515370336404,1,0.25,0.5,2,0.0
1.0,38.14222161855428,2,0.25,0.5,2,0.0
1.0,43.332882561822714,3,0.25,0.5,2,0.0
0.9941520467836257,46.764435282854386,4,0.25,0.5,2,0.0
0.9947089947089947,48.986906792303074,5,0.25,0.5,2,0.0
0.9950248756218906,50.84630317167985,6,0.25,0.5,2,0.0
1.0,51.960994409592935,7,0.25,0.5,2,0.0
1.0,53.628347290942614,8,0.25,0.5,2,0.0
1.0,54.924173205297684,9,0.25,0.5,2,0.0
1.0,55.71214867052166,10,0.25,0.5,2,0.0
1.0,4.163212567229744,1,0.01,0.75,2,0.0
1.0,8.35489025974857,2,0.01,0.75,2,0.0
1.0,9.764863187887864,3,0.01,0.75,2,0.0
1.0,10.318287961185252,4,0.01,0.75,2,0.0
1.0,11.255211486500526,5,0.01,0.75,2,0.0
1.0,14.788238601716998,6,0.01,0.75,2,0.0
1.0,15.806294771952357,7,0.01,0.75,2,0.0
1.0,16.595317489705252,8,0.01,0.75,2,0.0
1.0,17.729337208124935,9,0.01,0.75,2,0.0
1.0,20.107377655229392,10,0.01,0.75,2,0.0
0.96,18.777703263119747,1,0.1,0.75,2,0.0
0.9787234042553191,24.77816694974194,2,0.1,0.75,2,0.0
1.0,31.224083838932543,3,0.1,0.75,2,0.0
1.0,34.201742378804774,4,0.1,0.75,2,0.0
1.0,37.08068902250343,5,0.1,0.75,2,0.0
1.0,40.01868607969823,6,0.1,0.75,2,0.0
0.9922480620155039,41.43211809097889,7,0.1,0.75,2,0.0
0.9927536231884058,42.48068251485266,8,0.1,0.75,2,0.0
0.9931972789115646,43.89844271039037,9,0.1,0.75,2,0.0
0.9936708860759493,45.477979650844134,10,0.1,0.75,2,0.0
1.0,28.539751283185236,1,0.25,0.75,2,0.0
1.0,36.59379002104635,2,0.25,0.75,2,0.0
1.0,41.52510324669919,3,0.25,0.75,2,0.0
1.0,44.816989249967826,4,0.25,0.75,2,0.0
1.0,48.43949253653463,5,0.25,0.75,2,0.0
1.0,52.35659996770708,6,0.25,0.75,2,0.0
1.0,53.56568308965459,7,0.25,0.75,2,0.0
1.0,53.8645324336605,8,0.25,0.75,2,0.0
1.0,55.41375817410064,9,0.25,0.75,2,0.0
1.0,57.03441347680633,10,0.25,0.75,2,0.0
1.0,6.6124187703991115,1,0.01,0.9,2,0.0
1.0,12.170414723005702,2,0.01,0.9,2,0.0
1.0,14.461989523270642,3,0.01,0.9,2,0.0
1.0,15.652868475636224,4,0.01,0.9,2,0.0
1.0,17.64259913770119,5,0.01,0.9,2,0.0
1.0,18.51183558945007,6,0.01,0.9,2,0.0
1.0,19.52308860200937,7,0.01,0.9,2,0.0
1.0,19.863650609490147,8,0.01,0.9,2,0.0
1.0,20.363049829666835,9,0.01,0.9,2,0.0
0.9642857142857143,21.341877578247033,10,0.01,0.9,2,0.0
1.0,17.32015503579173,1,0.1,0.9,2,0.0
0.9787234042553191,24.290005399256184,2,0.1,0.9,2,0.0
0.9852941176470589,29.44824842873785,3,0.1,0.9,2,0.0
0.9887640449438202,32.79452538200001,4,0.1,0.9,2,0.0
0.9902912621359223,35.78165131550697,5,0.1,0.9,2,0.0
0.9911504424778761,37.27749882895084,6,0.1,0.9,2,0.0
0.9922480620155039,39.270066844059535,7,0.1,0.9,2,0.0
0.9929078014184397,43.48577802280829,8,0.1,0.9,2,0.0
0.993421052631579,44.990261731879784,9,0.1,0.9,2,0.0
0.9937888198757764,45.75797774505015,10,0.1,0.9,2,0.0
1.0,25.034655222834147,1,0.25,0.9,2,0.0
1.0,35.79857774842743,2,0.25,0.9,2,0.0
1.0,41.916504424601825,3,0.25,0.9,2,0.0
1.0,47.54801696095557,4,0.25,0.9,2,0.0
1.0,50.11092382350399,5,0.25,0.9,2,0.0
1.0,51.44761768291088,6,0.25,0.9,2,0.0
1.0,53.8174825387549,7,0.25,0.9,2,0.0
1.0,54.941977516006006,8,0.25,0.9,2,0.0
1.0,55.35435330483928,9,0.25,0.9,2,0.0
1.0,55.63779510565915,10,0.25,0.9,2,0.0
1.0,6.276644568975384,1,0.01,0.5,3,0.0
1.0,8.484941629503867,2,0.01,0.5,3,0.0
1.0,10.933025729056157,3,0.01,0.5,3,0.0
1.0,11.72973572067292,4,0.01,0.5,3,0.0
1.0,13.460385959325727,5,0.01,0.5,3,0.0
0.9444444444444444,14.831561038030317,6,0.01,0.5,3,0.0
0.95,15.550910080557184,7,0.01,0.5,3,0.0
0.9565217391304348,16.796511449329408,8,0.01,0.5,3,0.0
0.96,16.936667027779116,9,0.01,0.5,3,0.0
0.9642857142857143,17.673076038230548,10,0.01,0.5,3,0.0
1.0,21.109516909708272,1,0.1,0.5,3,0.0
1.0,26.323028293381235,2,0.1,0.5,3,0.0
1.0,30.910006410295956,3,0.1,0.5,3,0.0
1.0,34.762374897392796,4,0.1,0.5,3,0.0
1.0,37.082596370546284,5,0.1,0.5,3,0.0
1.0,40.491032204235836,6,0.1,0.5,3,0.0
1.0,42.482361135670295,7,0.1,0.5,3,0.0
1.0,43.77889502838228,8,0.1,0.5,3,0.0
1.0,45.255220470748945,9,0.1,0.5,3,0.0
1.0,46.75367681409671,10,0.1,0.5,3,0.0
1.0,26.918816248293865,1,0.25,0.5,3,0.0
1.0,35.403230794709025,2,0.25,0.5,3,0.0
1.0,41.53013334944453,3,0.25,0.5,3,0.0
0.9939759036144579,44.32073138499898,4,0.25,0.5,3,0.0
0.9947368421052631,48.45323861336854,5,0.25,0.5,3,0.0
1.0,50.45057655533598,6,0.25,0.5,3,0.0
1.0,51.97699248034966,7,0.25,0.5,3,0.0
1.0,52.70167125726319,8,0.25,0.5,3,0.0
1.0,53.3204215170908,9,0.25,0.5,3,0.0
1.0,54.348971493552654,10,0.25,0.5,3,0.0
1.0,7.05429768189816,1,0.01,0.75,3,0.0
1.0,13.611465163228136,2,0.01,0.75,3,0.0
1.0,14.455193682057779,3,0.01,0.75,3,0.0
1.0,15.001021516481783,4,0.01,0.75,3,0.0
1.0,16.84344489427156,5,0.01,0.75,3,0.0
1.0,17.39514431922444,6,0.01,0.75,3,0.0
1.0,18.8514098005475,7,0.01,0.75,3,0.0
1.0,19.860535100375316,8,0.01,0.75,3,0.0
1.0,19.952474543966613,9,0.01,0.75,3,0.0
1.0,20.977309726924254,10,0.01,0.75,3,0.0
1.0,20.14082590719099,1,0.1,0.75,3,0.0
1.0,28.060523964220415,2,0.1,0.75,3,0.0
1.0,31.712908742266357,3,0.1,0.75,3,0.0
1.0,35.645069850394364,4,0.1,0.75,3,0.0
1.0,38.04357857311299,5,0.1,0.75,3,0.0
1.0,40.58365063123909,6,0.1,0.75,3,0.0
1.0,41.66542251000699,7,0.1,0.75,3,0.0
1.0,43.949534661651654,8,0.1,0.75,3,0.0
1.0,44.89249492330217,9,0.1,0.75,3,0.0
0.9880239520958084,45.848855188499854,10,0.1,0.75,3,0.0
1.0,31.129090469792168,1,0.25,0.75,3,0.0
1.0,40.248155766921265,2,0.25,0.75,3,0.0
1.0,45.5349622074433,3,0.25,0.75,3,0.0
1.0,48.530403086481854,4,0.25,0.75,3,0.0
1.0,51.227190035419,5,0.25,0.75,3,0.0
1.0,52.86533223154032,6,0.25,0.75,3,0.0
1.0,54.73119840504503,7,0.25,0.75,3,0.0
1.0,55.10845594615481,8,0.25,0.75,3,0.0
1.0,55.86330249798867,9,0.25,0.75,3,0.0
1.0,56.011467180369955,10,0.25,0.75,3,0.0
1.0,4.701193297052015,1,0.01,0.9,3,0.0
1.0,7.33105818721473,2,0.01,0.9,3,0.0
1.0,9.4686286934241,3,0.01,0.9,3,0.0
1.0,11.35463808495661,4,0.01,0.9,3,0.0
1.0,12.506198273898974,5,0.01,0.9,3,0.0
1.0,13.712007212294457,6,0.01,0.9,3,0.0
1.0,15.553878967342948,7,0.01,0.9,3,0.0
1.0,17.255206351373275,8,0.01,0.9,3,0.0
1.0,18.439088440767428,9,0.01,0.9,3,0.0
1.0,18.82494451708783,10,0.01,0.9,3,0.0
1.0,19.04332568892325,1,0.1,0.9,3,0.0
0.9787234042553191,23.675068643770828,2,0.1,0.9,3,0.0
1.0,28.708087698346155,3,0.1,0.9,3,0.0
1.0,32.81426741006813,4,0.1,0.9,3,0.0
1.0,34.89207943897276,5,0.1,0.9,3,0.0
0.9915966386554622,37.85977422024741,6,0.1,0.9,3,0.0
0.9923076923076923,40.15778882199442,7,0.1,0.9,3,0.0
0.9929577464788732,41.446669034748794,8,0.1,0.9,3,0.0
0.9934640522875817,43.90959051245926,9,0.1,0.9,3,0.0
0.9938271604938271,44.77186872108062,10,0.1,0.9,3,0.0
1.0,27.77422999311375,1,0.25,0.9,3,0.0
1.0,37.622852518836005,2,0.25,0.9,3,0.0
1.0,44.51309572035187,3,0.25,0.9,3,0.0
1.0,47.32676265088199,4,0.25,0.9,3,0.0
1.0,49.37313556544215,5,0.25,0.9,3,0.0
1.0,50.45073898339177,6,0.25,0.9,3,0.0
1.0,51.876542111708645,7,0.25,0.9,3,0.0
1.0,53.3051478594986,8,0.25,0.9,3,0.0
1.0,53.5696571819136,9,0.25,0.9,3,0.0
0.9957264957264957,53.98259395119916,10,0.25,0.9,3,0.0
1.0,6.138694204265392,1,0.01,0.5,4,0.0
1.0,9.551128313037344,2,0.01,0.5,4,0.0
1.0,10.365745743464355,3,0.01,0.5,4,0.0
1.0,12.879234827906131,4,0.01,0.5,4,0.0
1.0,15.814512981019536,5,0.01,0.5,4,0.0
1.0,16.36733507340319,6,0.01,0.5,4,0.0
1.0,20.347765338181095,7,0.01,0.5,4,0.0
1.0,21.76543919425895,8,0.01,0.5,4,0.0
1.0,22.111474393617137,9,0.01,0.5,4,0.0
1.0,22.503057996561946,10,0.01,0.5,4,0.0
1.0,20.924370446869755,1,0.1,0.5,4,0.0
1.0,26.511661123543945,2,0.1,0.5,4,0.0
1.0,32.575277254148766,3,0.1,0.5,4,0.0
1.0,36.09154640664433,4,0.1,0.5,4,0.0
1.0,38.050899674974985,5,0.1,0.5,4,0.0
1.0,40.12615592029607,6,0.1,0.5,4,0.0
1.0,41.32749789674708,7,0.1,0.5,4,0.0
1.0,43.59827986295692,8,0.1,0.5,4,0.0
1.0,45.14428593860412,9,0.1,0.5,4,0.0
1.0,45.78952014658212,10,0.1,0.5,4,0.0
1.0,28.973158786813986,1,0.25,0.5,4,0.0
1.0,35.946456209094194,2,0.25,0.5,4,0.0
1.0,42.42210798685684,3,0.25,0.5,4,0.0
1.0,46.91508049756561,4,0.25,0.5,4,0.0
1.0,48.996231460854716,5,0.25,0.5,4,0.0
1.0,51.974652033487196,6,0.25,0.5,4,0.0
0.9954545454545455,52.75327380862118,7,0.25,0.5,4,0.0
0.9956331877729258,53.76158050191917,8,0.25,0.5,4,0.0
0.9957446808510638,54.22002494079613,9,0.25,0.5,4,0.0
0.99581589958159,55.335851250467584,10,0.25,0.5,4,0.0
1.0,6.647623133211367,1,0.01,0.75,4,0.0
1.0,7.637132732474753,2,0.01,0.75,4,0.0
1.0,9.22342094984797,3,0.01,0.75,4,0.0
1.0,16.271956066510423,4,0.01,0.75,4,0.0
1.0,16.79328268183525,5,0.01,0.75,4,0.0
1.0,17.303442273499197,6,0.01,0.75,4,0.0
1.0,18.34281467228972,7,0.01,0.75,4,0.0
1.0,19.238473141937718,8,0.01,0.75,4,0.0
1.0,20.05605029407683,9,0.01,0.75,4,0.0
1.0,21.516157762634847,10,0.01,0.75,4,0.0
1.0,14.14233485519036,1,0.1,0.75,4,0.0
1.0,20.117956844617794,2,0.1,0.75,4,0.0
1.0,25.63107858977477,3,0.1,0.75,4,0.0
1.0,31.429840940084084,4,0.1,0.75,4,0.0
1.0,34.36799747044963,5,0.1,0.75,4,0.0
1.0,36.45670811756111,6,0.1,0.75,4,0.0
1.0,37.83897167092676,7,0.1,0.75,4,0.0
1.0,40.2241371433282,8,0.1,0.75,4,0.0
1.0,41.28402485950602,9,0.1,0.75,4,0.0
1.0,43.257744012186,10,0.1,0.75,4,0.0
0.9841269841269841,30.230116656758835,1,0.25,0.75,4,0.0
0.9904761904761905,37.23194865037225,2,0.25,0.75,4,0.0
0.9927536231884058,41.098722974013285,3,0.25,0.75,4,0.0
0.9940476190476191,45.42989155997929,4,0.25,0.75,4,0.0
0.9947643979057592,49.98936303018553,5,0.25,0.75,4,0.0
1.0,51.59796176871429,6,0.25,0.75,4,0.0
1.0,53.5503496510407,7,0.25,0.75,4,0.0
1.0,54.75460525056444,8,0.25,0.75,4,0.0
1.0,56.47477248803623,9,0.25,0.75,4,0.0
1.0,57.36360015102303,10,0.25,0.75,4,0.0
1.0,5.940116084250819,1,0.01,0.9,4,0.0
1.0,9.203715400361625,2,0.01,0.9,4,0.0
1.0,10.623130595167146,3,0.01,0.9,4,0.0
1.0,12.135354073796794,4,0.01,0.9,4,0.0
1.0,13.849313536890604,5,0.01,0.9,4,0.0
1.0,14.258385788795591,6,0.01,0.9,4,0.0
1.0,15.861520797900742,7,0.01,0.9,4,0.0
1.0,16.736709370867292,8,0.01,0.9,4,0.0
1.0,17.795668842896838,9,0.01,0.9,4,0.0
1.0,18.28172863153629,10,0.01,0.9,4,0.0
1.0,19.2074756252383,1,0.1,0.9,4,0.0
1.0,24.42315536745117,2,0.1,0.9,4,0.0
1.0,29.30838744673602,3,0.1,0.9,4,0.0
1.0,34.445907830826734,4,0.1,0.9,4,0.0
1.0,36.845177616049504,5,0.1,0.9,4,0.0
1.0,38.79413013209959,6,0.1,0.9,4,0.0
1.0,41.02718650141526,7,0.1,0.9,4,0.0
1.0,42.45477721336306,8,0.1,0.9,4,0.0
1.0,43.86830406093893,9,0.1,0.9,4,0.0
1.0,45.13529932702668,10,0.1,0.9,4,0.0
0.9841269841269841,30.541205876538974,1,0.25,0.9,4,0.0
0.9732142857142857,39.148185378378,2,0.25,0.9,4,0.0
0.9803921568627451,45.814240202355826,3,0.25,0.9,4,0.0
0.9943820224719101,50.080768014202555,4,0.25,0.9,4,0.0
0.9948186528497409,51.54321828396209,5,0.25,0.9,4,0.0
0.9952830188679245,54.940438919983926,6,0.25,0.9,4,0.0
0.9955156950672646,56.26358435489153,7,0.25,0.9,4,0.0
1.0,57.22547660449736,8,0.25,0.9,4,0.0
1.0,57.9296210138076,9,0.25,0.9,4,0.0
1.0,58.716798417453084,10,0.25,0.9,4,0.0
1.0,6.231583656389669,1,0.01,0.5,5,0.0
1.0,8.68760103018101,2,0.01,0.5,5,0.0
1.0,10.095769425887632,3,0.01,0.5,5,0.0
1.0,11.033939541535897,4,0.01,0.5,5,0.0
1.0,14.073707790325122,5,0.01,0.5,5,0.0
1.0,14.611474425306902,6,0.01,0.5,5,0.0
1.0,15.088809229758834,7,0.01,0.5,5,0.0
1.0,15.947061929475435,8,0.01,0.5,5,0.0
1.0,16.54408791361348,9,0.01,0.5,5,0.0
1.0,17.295527238678865,10,0.01,0.5,5,0.0
1.0,17.728805342957703,1,0.1,0.5,5,0.0
1.0,24.364047802414678,2,0.1,0.5,5,0.0
1.0,27.177332806226953,3,0.1,0.5,5,0.0
1.0,29.885261526842058,4,0.1,0.5,5,0.0
1.0,33.64105065111261,5,0.1,0.5,5,0.0
1.0,35.283852763660086,6,0.1,0.5,5,0.0
1.0,37.775345343348214,7,0.1,0.5,5,0.0
1.0,39.597481275683755,8,0.1,0.5,5,0.0
1.0,41.38508271302004,9,0.1,0.5,5,0.0
1.0,42.08101003074754,10,0.1,0.5,5,0.0
1.0,30.49582263281218,1,0.25,0.5,5,0.0
1.0,39.49733004947992,2,0.25,0.5,5,0.0
1.0,44.02745658218832,3,0.25,0.5,5,0.0
0.9880952380952381,46.84414694110809,4,0.25,0.5,5,0.0
0.9947089947089947,48.28255991691511,5,0.25,0.5,5,0.0
0.9951456310679612,50.56139144714903,6,0.25,0.5,5,0.0
0.9953917050691244,51.515463118434496,7,0.25,0.5,5,0.0
1.0,54.05670778564739,8,0.25,0.5,5,0.0
1.0,54.94991006184034,9,0.25,0.5,5,0.0
1.0,55.92042442996223,10,0.25,0.5,5,0.0
1.0,7.368148511039428,1,0.01,0.75,5,0.0
1.0,12.743325221418292,2,0.01,0.75,5,0.0
1.0,14.875451592751494,3,0.01,0.75,5,0.0
1.0,16.2460417883317,4,0.01,0.75,5,0.0
1.0,17.319446826282977,5,0.01,0.75,5,0.0
1.0,21.192913391214052,6,0.01,0.75,5,0.0
1.0,21.963851017121172,7,0.01,0.75,5,0.0
1.0,23.11209700762608,8,0.01,0.75,5,0.0
1.0,24.10454976072249,9,0.01,0.75,5,0.0
1.0,25.655040866904013,10,0.01,0.75,5,0.0
0.96,18.330669848767094,1,0.1,0.75,5,0.0
0.9782608695652174,24.68926732540766,2,0.1,0.75,5,0.0
0.9852941176470589,31.101915926642327,3,0.1,0.75,5,0.0
0.9883720930232558,35.12477812240881,4,0.1,0.75,5,0.0
0.9905660377358491,37.62572099623176,5,0.1,0.75,5,0.0
0.9917355371900827,40.11663704940987,6,0.1,0.75,5,0.0
0.9926470588235294,42.601802046056314,7,0.1,0.75,5,0.0
0.9932432432432432,44.414140832819584,8,0.1,0.75,5,0.0
0.99375,45.728034086641834,9,0.1,0.75,5,0.0
0.9940476190476191,46.4040052272039,10,0.1,0.75,5,0.0
0.9682539682539683,27.37040815869999,1,0.25,0.75,5,0.0
0.972972972972973,38.34116692324552,2,0.25,0.75,5,0.0
0.9861111111111112,42.66927820096841,3,0.25,0.75,5,0.0
0.9940828402366864,46.938714365144776,4,0.25,0.75,5,0.0
0.9945945945945946,51.49803415381785,5,0.25,0.75,5,0.0
0.995,53.191328107642164,6,0.25,0.75,5,0.0
1.0,55.160898685838916,7,0.25,0.75,5,0.0
1.0,56.39407447299484,8,0.25,0.75,5,0.0
1.0,56.70838499162531,9,0.25,0.75,5,0.0
1.0,57.394489609358416,10,0.25,0.75,5,0.0
1.0,5.522652352019116,1,0.01,0.9,5,0.0
1.0,8.11611303385434,2,0.01,0.9,5,0.0
1.0,8.956695567645896,3,0.01,0.9,5,0.0
1.0,9.535055613525486,4,0.01,0.9,5,0.0
1.0,10.541315258652892,5,0.01,0.9,5,0.0
1.0,11.12636749532486,6,0.01,0.9,5,0.0
1.0,12.127827841107019,7,0.01,0.9,5,0.0
1.0,13.908039875913586,8,0.01,0.9,5,0.0
1.0,17.758072687756886,9,0.01,0.9,5,0.0
1.0,18.21720603018269,10,0.01,0.9,5,0.0
1.0,17.251091568231264,1,0.1,0.9,5,0.0
1.0,23.017162225876987,2,0.1,0.9,5,0.0
1.0,28.105629467389694,3,0.1,0.9,5,0.0
1.0,31.323356912146714,4,0.1,0.9,5,0.0
1.0,36.13756507180934,5,0.1,0.9,5,0.0
1.0,39.73356710185866,6,0.1,0.9,5,0.0
1.0,41.26247803917532,7,0.1,0.9,5,0.0
0.9929577464788732,42.273655232427615,8,0.1,0.9,5,0.0
0.9933333333333333,43.40552835761494,9,0.1,0.9,5,0.0
0.9936708860759493,43.94812458366422,10,0.1,0.9,5,0.0
0.9841269841269841,27.08374978623103,1,0.25,0.9,5,0.0
0.9908256880733946,39.56003135763546,2,0.25,0.9,5,0.0
0.9932432432432432,45.28908528994168,3,0.25,0.9,5,0.0
0.9942528735632183,49.02674603402522,4,0.25,0.9,5,0.0
0.9947089947089947,51.07812879993623,5,0.25,0.9,5,0.0
0.9951219512195122,53.26442525719133,6,0.25,0.9,5,0.0
0.9953488372093023,54.77786334181955,7,0.25,0.9,5,0.0
1.0,55.320382097791295,8,0.25,0.9,5,0.0
1.0,55.97413057400459,9,0.25,0.9,5,0.0
1.0,56.858361961418815,10,0.25,0.9,5,0.0
1.0,4.541483066253752,1,0.01,0.5,1,0.1
1.0,8.556574457750374,2,0.01,0.5,1,0.1
1.0,9.735232682783913,3,0.01,0.5,1,0.1
1.0,11.08581428517672,4,0.01,0.5,1,0.1
1.0,13.554353232604912,5,0.01,0.5,1,0.1
1.0,14.501828813537639,6,0.01,0.5,1,0.1
1.0,15.375229412990983,7,0.01,0.5,1,0.1
1.0,16.866042419582275,8,0.01,0.5,1,0.1
1.0,17.595666624907263,9,0.01,0.5,1,0.1
1.0,18.502264692471538,10,0.01,0.5,1,0.1
1.0,17.670718855064457,1,0.1,0.5,1,0.1
1.0,26.907028997316665,2,0.1,0.5,1,0.1
1.0,32.100338836023745,3,0.1,0.5,1,0.1
1.0,34.389508618043834,4,0.1,0.5,1,0.1
1.0,36.91371139512406,5,0.1,0.5,1,0.1
1.0,38.9803266452817,6,0.1,0.5,1,0.1
1.0,40.4973939836497,7,0.1,0.5,1,0.1
1.0,42.912626906069214,8,0.1,0.5,1,0.1
1.0,45.112256744599236,9,0.1,0.5,1,0.1
1.0,45.7338862129389,10,0.1,0.5,1,0.1
1.0,28.620809586363553,1,0.25,0.5,1,0.1
1.0,38.48584091719378,2,0.25,0.5,1,0.1
1.0,44.33011515399786,3,0.25,0.5,1,0.1
1.0,48.30082480896901,4,0.25,0.5,1,0.1
1.0,50.842303603562115,5,0.25,0.5,1,0.1
1.0,53.19671827084819,6,0.25,0.5,1,0.1
1.0,54.34278164436975,7,0.25,0.5,1,0.1
1.0,56.53595094027917,8,0.25,0.5,1,0.1
1.0,57.13007491821792,9,0.25,0.5,1,0.1
